Timestamp,Employee_ID,Building,Door,Badge_Type,Access_Result,Camera,Reader_ID
2026-07-03 10:40:00,NETWORK_ADMIN,Building_C,Main Entrance,HID SEOS,Success,CAM-12,RD-09
2026-07-03 15:07:00,EMP_013,Building_A,HR Office,HID SEOS,Success,CAM-13,RD-07
2026-07-03 23:18:00,EMP_019,Building_A,Server Room,HID SEOS,Success,CAM-12,RD-17
2026-07-03 14:37:00,EMP_008,Building_B,Finance Office,HID SEOS,Success,CAM-03,RD-19
2026-07-03 15:55:00,ATTACKER_9999,Building_C,Server Room,Cloned Badge,Success,CAM-03,RD-11
2026-07-03 21:20:00,EMP_039,Building_C,Finance Office,HID SEOS,Failed,CAM-13,RD-19
2026-07-03 10:50:00,EMP_036,Building_C,SOC,HID SEOS,Success,CAM-09,RD-03
2026-07-03 14:11:00,NETWORK_ADMIN,Building_C,Loading Dock,HID SEOS,Success,CAM-06,RD-08
2026-07-03 11:18:00,EMP_014,Building_B,Finance Office,HID SEOS,Success,CAM-13,RD-20
2026-07-03 19:09:00,EMP_034,Building_C,Main Entrance,HID SEOS,Success,CAM-11,RD-12
2026-07-03 21:55:00,EMP_029,Building_C,SOC,HID SEOS,Success,CAM-11,RD-11
2026-07-03 03:52:00,EMP_025,Building_B,Finance Office,HID SEOS,Success,CAM-01,RD-17
2026-07-03 17:33:00,SERVICE_SQL,Building_C,Emergency Exit,HID SEOS,Failed,CAM-01,RD-10
2026-07-03 17:32:00,EMP_042,Building_A,Reception,HID SEOS,Success,CAM-13,RD-18
2026-07-03 02:14:00,ATTACKER_9999,Building_A,SOC,Cloned Badge,Failed,CAM-14,RD-04
2026-07-03 23:59:00,EMP_014,Building_C,Loading Dock,HID SEOS,Success,CAM-12,RD-05
2026-07-03 11:19:00,EMP_002,Building_A,Reception,HID SEOS,Success,CAM-01,RD-06
2026-07-03 02:24:00,NETWORK_ADMIN,Building_C,SOC,HID SEOS,Success,CAM-07,RD-13
2026-07-03 14:46:00,EMP_029,Building_B,Main Entrance,HID SEOS,Failed,CAM-11,RD-04
2026-07-03 21:06:00,ATTACKER_9999,Building_A,Main Entrance,Cloned Badge,Success,CAM-06,RD-17
2026-07-03 23:24:00,EMP_007,Building_B,Reception,HID SEOS,Success,CAM-13,RD-15
2026-07-03 22:33:00,EMP_025,Building_A,Emergency Exit,HID SEOS,Success,CAM-09,RD-08
2026-07-03 18:37:00,EMP_009,Building_B,Server Room,HID SEOS,Success,CAM-11,RD-12
2026-07-03 18:56:00,EMP_001,Building_A,Reception,HID SEOS,Success,CAM-01,RD-19
2026-07-03 18:41:00,EMP_039,Building_A,Finance Office,HID SEOS,Success,CAM-12,RD-12
2026-07-03 22:02:00,EMP_014,Building_C,Server Room,HID SEOS,Success,CAM-03,RD-08
2026-07-03 06:37:00,EMP_040,Building_A,Server Room,HID SEOS,Success,CAM-14,RD-18
2026-07-03 02:29:00,EMP_030,Building_B,Reception,HID SEOS,Success,CAM-02,RD-07
2026-07-03 11:17:00,EMP_047,Building_B,Server Room,HID SEOS,Success,CAM-02,RD-10
2026-07-03 06:36:00,EMP_040,Building_B,Emergency Exit,HID SEOS,Failed,CAM-06,RD-20
2026-07-03 19:56:00,EMP_043,Building_A,HR Office,HID SEOS,Success,CAM-07,RD-06
2026-07-03 07:33:00,EMP_001,Building_C,Loading Dock,HID SEOS,Success,CAM-14,RD-12
2026-07-03 11:19:00,EMP_009,Building_B,Emergency Exit,HID SEOS,Failed,CAM-06,RD-10
2026-07-03 05:59:00,EMP_032,Building_C,Reception,HID SEOS,Success,CAM-14,RD-05
2026-07-03 21:23:00,EMP_035,Building_A,Reception,HID SEOS,Success,CAM-14,RD-17
2026-07-03 19:51:00,EMP_041,Building_C,Loading Dock,HID SEOS,Success,CAM-15,RD-02
2026-07-03 18:25:00,EMP_036,Building_B,Server Room,HID SEOS,Success,CAM-07,RD-08
2026-07-03 09:55:00,EMP_050,Building_A,Emergency Exit,HID SEOS,Success,CAM-07,RD-12
2026-07-03 08:09:00,EMP_033,Building_C,Server Room,HID SEOS,Success,CAM-08,RD-06
2026-07-03 19:18:00,EMP_012,Building_C,Server Room,HID SEOS,Failed,CAM-06,RD-02
2026-07-03 07:54:00,EMP_015,Building_A,Finance Office,HID SEOS,Success,CAM-04,RD-02
2026-07-03 12:19:00,EMP_043,Building_B,Emergency Exit,HID SEOS,Failed,CAM-15,RD-02
2026-07-03 11:03:00,EMP_003,Building_A,Finance Office,HID SEOS,Success,CAM-10,RD-18
2026-07-03 22:18:00,EMP_037,Building_B,HR Office,HID SEOS,Success,CAM-09,RD-09
2026-07-03 07:36:00,EMP_025,Building_C,Loading Dock,HID SEOS,Success,CAM-14,RD-12
2026-07-03 20:37:00,EMP_032,Building_A,Server Room,HID SEOS,Failed,CAM-03,RD-08
2026-07-03 09:35:00,EMP_005,Building_A,Server Room,HID SEOS,Success,CAM-03,RD-12
2026-07-03 04:02:00,EMP_039,Building_C,SOC,HID SEOS,Failed,CAM-13,RD-11
2026-07-03 23:02:00,EMP_047,Building_B,Emergency Exit,HID SEOS,Success,CAM-10,RD-06
2026-07-03 00:45:00,EMP_042,Building_A,Main Entrance,HID SEOS,Success,CAM-10,RD-19
2026-07-03 17:29:00,EMP_011,Building_A,Server Room,HID SEOS,Success,CAM-03,RD-09
2026-07-03 13:50:00,EMP_012,Building_C,Main Entrance,HID SEOS,Success,CAM-02,RD-07
2026-07-03 16:05:00,EMP_029,Building_B,Server Room,HID SEOS,Success,CAM-14,RD-14
2026-07-03 19:53:00,EMP_039,Building_A,Finance Office,HID SEOS,Success,CAM-12,RD-11
2026-07-03 02:20:00,EMP_030,Building_A,Loading Dock,HID SEOS,Failed,CAM-03,RD-04
2026-07-03 17:12:00,EMP_002,Building_C,Loading Dock,HID SEOS,Success,CAM-10,RD-04
2026-07-03 20:59:00,EMP_012,Building_C,Main Entrance,HID SEOS,Success,CAM-02,RD-16
2026-07-03 20:35:00,EMP_043,Building_C,Main Entrance,HID SEOS,Failed,CAM-09,RD-14
2026-07-03 23:48:00,EMP_024,Building_C,Loading Dock,HID SEOS,Success,CAM-13,RD-16
2026-07-03 11:57:00,NETWORK_ADMIN,Building_C,Reception,HID SEOS,Failed,CAM-03,RD-09
2026-07-03 02:51:00,EMP_031,Building_B,Loading Dock,HID SEOS,Success,CAM-04,RD-01
2026-07-03 00:14:00,EMP_046,Building_C,Reception,HID SEOS,Success,CAM-07,RD-07
2026-07-03 13:57:00,EMP_045,Building_B,Reception,HID SEOS,Success,CAM-07,RD-19
2026-07-03 18:17:00,EMP_017,Building_B,HR Office,HID SEOS,Success,CAM-11,RD-13
2026-07-03 18:50:00,EMP_049,Building_C,Emergency Exit,HID SEOS,Success,CAM-06,RD-18
2026-07-03 10:28:00,EMP_036,Building_C,HR Office,HID SEOS,Failed,CAM-12,RD-05
2026-07-03 07:50:00,EMP_043,Building_B,Server Room,HID SEOS,Success,CAM-04,RD-17
2026-07-03 18:47:00,EMP_026,Building_C,Main Entrance,HID SEOS,Success,CAM-07,RD-01
2026-07-03 04:57:00,SOC_ANALYST,Building_B,Loading Dock,HID SEOS,Success,CAM-02,RD-09
2026-07-03 20:47:00,EMP_015,Building_A,Loading Dock,HID SEOS,Failed,CAM-10,RD-17
2026-07-03 20:23:00,EMP_019,Building_A,Server Room,HID SEOS,Failed,CAM-08,RD-01
2026-07-03 17:41:00,EMP_013,Building_B,SOC,HID SEOS,Success,CAM-13,RD-20
2026-07-03 07:54:00,EMP_033,Building_C,Server Room,HID SEOS,Success,CAM-06,RD-08
2026-07-03 05:22:00,ATTACKER_9999,Building_A,Finance Office,Cloned Badge,Failed,CAM-06,RD-13
2026-07-03 17:40:00,EMP_026,Building_A,Reception,HID SEOS,Success,CAM-09,RD-10
2026-07-03 19:53:00,EMP_047,Building_B,HR Office,HID SEOS,Success,CAM-04,RD-20
2026-07-03 13:47:00,EMP_013,Building_C,Main Entrance,HID SEOS,Success,CAM-03,RD-14
2026-07-03 02:28:00,EMP_033,Building_C,Finance Office,HID SEOS,Success,CAM-02,RD-17
2026-07-03 19:37:00,EMP_017,Building_B,Emergency Exit,HID SEOS,Failed,CAM-10,RD-16
2026-07-03 11:35:00,EMP_050,Building_B,Emergency Exit,HID SEOS,Success,CAM-08,RD-04
2026-07-03 21:37:00,EMP_017,Building_A,SOC,HID SEOS,Success,CAM-07,RD-12
2026-07-03 23:55:00,EMP_034,Building_B,SOC,HID SEOS,Success,CAM-02,RD-13
2026-07-03 11:40:00,EMP_044,Building_A,Server Room,HID SEOS,Failed,CAM-06,RD-12
2026-07-03 09:11:00,EMP_014,Building_A,SOC,HID SEOS,Failed,CAM-12,RD-07
2026-07-03 09:03:00,EMP_016,Building_A,SOC,HID SEOS,Success,CAM-14,RD-08
2026-07-03 05:19:00,BACKUP_ADMIN,Building_A,Reception,HID SEOS,Success,CAM-11,RD-16
2026-07-03 18:28:00,ATTACKER_9999,Building_A,Emergency Exit,Cloned Badge,Success,CAM-10,RD-11
2026-07-03 19:36:00,EMP_032,Building_B,Emergency Exit,HID SEOS,Success,CAM-13,RD-17
2026-07-03 19:41:00,EMP_018,Building_A,Main Entrance,HID SEOS,Failed,CAM-08,RD-18
2026-07-03 13:26:00,EMP_003,Building_C,Server Room,HID SEOS,Failed,CAM-02,RD-17
2026-07-03 00:17:00,EMP_030,Building_A,SOC,HID SEOS,Failed,CAM-10,RD-04
2026-07-03 08:51:00,EMP_021,Building_A,Finance Office,HID SEOS,Success,CAM-05,RD-16
2026-07-03 06:16:00,EMP_040,Building_B,Loading Dock,HID SEOS,Success,CAM-07,RD-12
2026-07-03 09:32:00,EMP_024,Building_B,Server Room,HID SEOS,Success,CAM-10,RD-08
2026-07-03 09:12:00,SERVICE_SQL,Building_A,Loading Dock,HID SEOS,Failed,CAM-04,RD-05
2026-07-03 05:06:00,SOC_ANALYST,Building_B,Main Entrance,HID SEOS,Success,CAM-07,RD-16
2026-07-03 21:31:00,EMP_009,Building_C,HR Office,HID SEOS,Failed,CAM-05,RD-09
2026-07-03 01:37:00,EMP_036,Building_B,Reception,HID SEOS,Success,CAM-01,RD-07
2026-07-03 21:29:00,SERVICE_SQL,Building_A,Emergency Exit,HID SEOS,Success,CAM-05,RD-12
2026-07-03 08:47:00,EMP_024,Building_B,Main Entrance,HID SEOS,Failed,CAM-02,RD-12
2026-07-03 06:47:00,EMP_044,Building_C,Server Room,HID SEOS,Success,CAM-06,RD-11
2026-07-03 15:15:00,EMP_044,Building_A,Loading Dock,HID SEOS,Success,CAM-08,RD-05
2026-07-03 11:30:00,EMP_011,Building_B,Loading Dock,HID SEOS,Success,CAM-02,RD-06
2026-07-03 10:48:00,EMP_022,Building_C,Finance Office,HID SEOS,Success,CAM-10,RD-13
2026-07-03 12:23:00,EMP_018,Building_C,Emergency Exit,HID SEOS,Failed,CAM-03,RD-06
2026-07-03 08:00:00,EMP_002,Building_C,Finance Office,HID SEOS,Success,CAM-04,RD-06
2026-07-03 02:10:00,EMP_026,Building_B,Main Entrance,HID SEOS,Success,CAM-13,RD-13
2026-07-03 02:50:00,EMP_034,Building_A,Finance Office,HID SEOS,Success,CAM-02,RD-13
2026-07-03 09:41:00,EMP_020,Building_B,Server Room,HID SEOS,Success,CAM-09,RD-06
2026-07-03 12:10:00,EMP_002,Building_B,Emergency Exit,HID SEOS,Failed,CAM-14,RD-18
2026-07-03 04:36:00,EMP_018,Building_C,Server Room,HID SEOS,Failed,CAM-11,RD-19
2026-07-03 21:49:00,EMP_028,Building_C,Finance Office,HID SEOS,Success,CAM-08,RD-18
2026-07-03 15:04:00,EMP_015,Building_B,HR Office,HID SEOS,Failed,CAM-05,RD-05
2026-07-03 17:51:00,EMP_020,Building_A,HR Office,HID SEOS,Success,CAM-08,RD-18
2026-07-03 16:47:00,EMP_001,Building_B,Finance Office,HID SEOS,Success,CAM-13,RD-14
2026-07-03 07:53:00,SOC_ANALYST,Building_A,HR Office,HID SEOS,Success,CAM-07,RD-18
2026-07-03 05:34:00,EMP_028,Building_C,Loading Dock,HID SEOS,Failed,CAM-04,RD-09
2026-07-03 08:10:00,EMP_006,Building_C,Finance Office,HID SEOS,Success,CAM-11,RD-18
2026-07-03 06:25:00,SOC_ANALYST,Building_A,Server Room,HID SEOS,Success,CAM-05,RD-04
2026-07-03 15:27:00,EMP_041,Building_B,Emergency Exit,HID SEOS,Success,CAM-06,RD-01
2026-07-03 18:15:00,EMP_010,Building_A,Server Room,HID SEOS,Success,CAM-05,RD-09
2026-07-03 00:16:00,EMP_009,Building_A,Reception,HID SEOS,Success,CAM-01,RD-16
2026-07-03 10:38:00,EMP_014,Building_B,HR Office,HID SEOS,Failed,CAM-12,RD-02
2026-07-03 04:59:00,EMP_022,Building_A,Finance Office,HID SEOS,Failed,CAM-02,RD-18
2026-07-03 08:32:00,EMP_031,Building_B,Main Entrance,HID SEOS,Success,CAM-13,RD-08
2026-07-03 15:07:00,EMP_025,Building_A,Main Entrance,HID SEOS,Success,CAM-08,RD-04
2026-07-03 07:06:00,EMP_034,Building_B,Loading Dock,HID SEOS,Success,CAM-15,RD-11
2026-07-03 01:26:00,EMP_011,Building_C,Reception,HID SEOS,Success,CAM-08,RD-10
2026-07-03 01:46:00,EMP_013,Building_C,SOC,HID SEOS,Success,CAM-04,RD-14
2026-07-03 09:25:00,EMP_021,Building_C,Reception,HID SEOS,Failed,CAM-13,RD-08
2026-07-03 19:50:00,EMP_001,Building_C,Emergency Exit,HID SEOS,Success,CAM-06,RD-03
2026-07-03 03:07:00,EMP_016,Building_C,HR Office,HID SEOS,Success,CAM-01,RD-12
2026-07-03 18:18:00,EMP_042,Building_A,Server Room,HID SEOS,Failed,CAM-04,RD-11
2026-07-03 11:51:00,EMP_036,Building_B,SOC,HID SEOS,Success,CAM-12,RD-13
2026-07-03 08:33:00,EMP_023,Building_A,Emergency Exit,HID SEOS,Failed,CAM-09,RD-10
2026-07-03 06:28:00,EMP_035,Building_C,Server Room,HID SEOS,Success,CAM-06,RD-15
2026-07-03 20:26:00,EMP_018,Building_C,Server Room,HID SEOS,Success,CAM-09,RD-05
2026-07-03 08:59:00,EMP_029,Building_C,HR Office,HID SEOS,Failed,CAM-01,RD-17
2026-07-03 00:38:00,EMP_025,Building_C,HR Office,HID SEOS,Success,CAM-06,RD-03
2026-07-03 13:13:00,EMP_043,Building_A,Emergency Exit,HID SEOS,Success,CAM-10,RD-10
2026-07-03 10:59:00,EMP_021,Building_A,Reception,HID SEOS,Success,CAM-01,RD-05
2026-07-03 06:53:00,EMP_012,Building_A,Emergency Exit,HID SEOS,Success,CAM-02,RD-02
2026-07-03 13:15:00,EMP_037,Building_C,Emergency Exit,HID SEOS,Success,CAM-01,RD-12
2026-07-03 02:25:00,EMP_015,Building_A,SOC,HID SEOS,Failed,CAM-15,RD-03
2026-07-03 02:04:00,EMP_030,Building_B,Loading Dock,HID SEOS,Success,CAM-13,RD-02
2026-07-03 18:03:00,SERVICE_SQL,Building_A,Reception,HID SEOS,Success,CAM-02,RD-07
2026-07-03 07:53:00,EMP_034,Building_C,Loading Dock,HID SEOS,Success,CAM-04,RD-17
2026-07-03 21:20:00,EMP_043,Building_A,Loading Dock,HID SEOS,Success,CAM-13,RD-19
2026-07-03 23:58:00,EMP_023,Building_C,Loading Dock,HID SEOS,Success,CAM-03,RD-06
2026-07-03 11:31:00,EMP_036,Building_C,Server Room,HID SEOS,Failed,CAM-15,RD-12
2026-07-03 11:04:00,EMP_021,Building_B,Loading Dock,HID SEOS,Failed,CAM-14,RD-11
2026-07-03 18:37:00,EMP_039,Building_A,Loading Dock,HID SEOS,Success,CAM-06,RD-15
2026-07-03 00:00:00,EMP_029,Building_C,Main Entrance,HID SEOS,Success,CAM-10,RD-01
2026-07-03 10:18:00,EMP_034,Building_A,Finance Office,HID SEOS,Success,CAM-04,RD-11
2026-07-03 23:32:00,EMP_002,Building_B,Server Room,HID SEOS,Success,CAM-01,RD-15
2026-07-03 09:02:00,EMP_023,Building_B,SOC,HID SEOS,Success,CAM-05,RD-10
2026-07-03 19:25:00,EMP_006,Building_A,Reception,HID SEOS,Success,CAM-13,RD-16
2026-07-03 23:32:00,EMP_012,Building_C,Reception,HID SEOS,Success,CAM-01,RD-19
2026-07-03 01:54:00,EMP_025,Building_B,HR Office,HID SEOS,Failed,CAM-07,RD-04
2026-07-03 22:16:00,EMP_050,Building_C,Main Entrance,HID SEOS,Failed,CAM-01,RD-10
2026-07-03 18:25:00,EMP_034,Building_C,Server Room,HID SEOS,Success,CAM-09,RD-08
2026-07-03 13:24:00,EMP_010,Building_B,Reception,HID SEOS,Success,CAM-07,RD-10
2026-07-03 04:30:00,NETWORK_ADMIN,Building_B,Reception,HID SEOS,Failed,CAM-10,RD-02
2026-07-03 02:54:00,EMP_036,Building_B,Loading Dock,HID SEOS,Success,CAM-13,RD-05
2026-07-03 16:39:00,EMP_031,Building_B,SOC,HID SEOS,Success,CAM-04,RD-03
2026-07-03 11:02:00,EMP_018,Building_C,Reception,HID SEOS,Success,CAM-11,RD-14
2026-07-03 06:30:00,EMP_028,Building_B,HR Office,HID SEOS,Success,CAM-13,RD-10
2026-07-03 21:02:00,EMP_011,Building_B,Server Room,HID SEOS,Failed,CAM-01,RD-08
2026-07-03 05:19:00,EMP_013,Building_C,Reception,HID SEOS,Success,CAM-12,RD-02
2026-07-03 05:02:00,EMP_016,Building_B,Main Entrance,HID SEOS,Success,CAM-12,RD-04
2026-07-03 00:46:00,EMP_020,Building_B,SOC,HID SEOS,Success,CAM-04,RD-18
2026-07-03 18:43:00,EMP_034,Building_B,Server Room,HID SEOS,Success,CAM-07,RD-19
2026-07-03 08:43:00,EMP_043,Building_A,Main Entrance,HID SEOS,Success,CAM-04,RD-20
2026-07-03 22:20:00,EMP_018,Building_A,Reception,HID SEOS,Failed,CAM-11,RD-09
2026-07-03 22:31:00,EMP_043,Building_B,Reception,HID SEOS,Success,CAM-05,RD-13
2026-07-03 17:21:00,EMP_015,Building_C,Reception,HID SEOS,Success,CAM-08,RD-20
2026-07-03 06:47:00,EMP_035,Building_C,Emergency Exit,HID SEOS,Success,CAM-01,RD-08
2026-07-03 16:43:00,EMP_034,Building_B,Server Room,HID SEOS,Success,CAM-06,RD-12
2026-07-03 08:03:00,EMP_023,Building_C,Finance Office,HID SEOS,Success,CAM-11,RD-09
2026-07-03 01:00:00,EMP_025,Building_C,Finance Office,HID SEOS,Success,CAM-03,RD-11
2026-07-03 02:59:00,EMP_026,Building_C,Loading Dock,HID SEOS,Success,CAM-07,RD-08
2026-07-03 10:39:00,EMP_037,Building_C,HR Office,HID SEOS,Failed,CAM-09,RD-05
2026-07-03 19:49:00,EMP_014,Building_C,SOC,HID SEOS,Success,CAM-05,RD-17
2026-07-03 04:57:00,EMP_009,Building_C,Server Room,HID SEOS,Success,CAM-02,RD-18
2026-07-03 04:02:00,EMP_035,Building_A,HR Office,HID SEOS,Success,CAM-12,RD-01
2026-07-03 14:07:00,EMP_049,Building_B,Finance Office,HID SEOS,Failed,CAM-12,RD-09
2026-07-03 03:38:00,EMP_010,Building_A,Server Room,HID SEOS,Success,CAM-13,RD-20
2026-07-03 19:21:00,EMP_040,Building_C,SOC,HID SEOS,Success,CAM-04,RD-01
2026-07-03 16:16:00,EMP_023,Building_A,Emergency Exit,HID SEOS,Success,CAM-03,RD-13
2026-07-03 05:35:00,EMP_032,Building_A,SOC,HID SEOS,Success,CAM-07,RD-01
2026-07-03 07:35:00,EMP_018,Building_C,SOC,HID SEOS,Success,CAM-02,RD-06
2026-07-03 16:43:00,EMP_029,Building_C,HR Office,HID SEOS,Failed,CAM-15,RD-08
2026-07-03 01:25:00,EMP_028,Building_C,Loading Dock,HID SEOS,Success,CAM-07,RD-20
2026-07-03 18:18:00,EMP_048,Building_C,Main Entrance,HID SEOS,Success,CAM-08,RD-15
2026-07-03 08:23:00,SERVICE_SQL,Building_C,Loading Dock,HID SEOS,Success,CAM-09,RD-13
2026-07-03 01:40:00,EMP_034,Building_A,Finance Office,HID SEOS,Failed,CAM-07,RD-10
2026-07-03 15:44:00,EMP_050,Building_A,Loading Dock,HID SEOS,Success,CAM-10,RD-02
2026-07-03 04:51:00,EMP_045,Building_B,Emergency Exit,HID SEOS,Success,CAM-12,RD-17
2026-07-03 19:58:00,EMP_008,Building_C,Server Room,HID SEOS,Failed,CAM-07,RD-11
2026-07-03 15:29:00,EMP_029,Building_C,SOC,HID SEOS,Failed,CAM-02,RD-09
2026-07-03 05:35:00,EMP_021,Building_C,Reception,HID SEOS,Success,CAM-02,RD-15
2026-07-03 17:52:00,EMP_041,Building_C,Loading Dock,HID SEOS,Success,CAM-07,RD-18
2026-07-03 05:49:00,EMP_025,Building_B,Server Room,HID SEOS,Success,CAM-14,RD-05
2026-07-03 01:45:00,EMP_012,Building_B,Finance Office,HID SEOS,Success,CAM-12,RD-15
2026-07-03 04:00:00,EMP_019,Building_A,SOC,HID SEOS,Success,CAM-10,RD-09
2026-07-03 17:01:00,EMP_001,Building_C,Main Entrance,HID SEOS,Failed,CAM-04,RD-07
2026-07-03 15:29:00,EMP_038,Building_B,Emergency Exit,HID SEOS,Success,CAM-10,RD-20
2026-07-03 18:40:00,EMP_001,Building_B,SOC,HID SEOS,Success,CAM-03,RD-05
2026-07-03 01:15:00,EMP_004,Building_A,Main Entrance,HID SEOS,Success,CAM-06,RD-03
2026-07-03 06:05:00,EMP_004,Building_A,Finance Office,HID SEOS,Success,CAM-08,RD-19
2026-07-03 03:10:00,EMP_024,Building_B,HR Office,HID SEOS,Success,CAM-15,RD-13
2026-07-03 14:35:00,SERVICE_SQL,Building_C,Reception,HID SEOS,Success,CAM-08,RD-05
2026-07-03 09:22:00,EMP_008,Building_B,Loading Dock,HID SEOS,Success,CAM-12,RD-07
2026-07-03 19:30:00,EMP_040,Building_C,Reception,HID SEOS,Failed,CAM-12,RD-20
2026-07-03 09:48:00,NETWORK_ADMIN,Building_B,HR Office,HID SEOS,Success,CAM-09,RD-19
2026-07-03 04:25:00,EMP_040,Building_C,Emergency Exit,HID SEOS,Failed,CAM-08,RD-06
2026-07-03 09:54:00,EMP_040,Building_A,Main Entrance,HID SEOS,Success,CAM-01,RD-15
2026-07-03 07:04:00,EMP_041,Building_C,Loading Dock,HID SEOS,Failed,CAM-01,RD-11
2026-07-03 21:45:00,EMP_023,Building_A,Main Entrance,HID SEOS,Success,CAM-12,RD-10
2026-07-03 10:30:00,EMP_017,Building_B,HR Office,HID SEOS,Success,CAM-02,RD-11
2026-07-03 19:25:00,EMP_022,Building_C,Main Entrance,HID SEOS,Success,CAM-04,RD-11
2026-07-03 22:57:00,BACKUP_ADMIN,Building_B,Emergency Exit,HID SEOS,Success,CAM-11,RD-05
2026-07-03 15:43:00,EMP_031,Building_C,HR Office,HID SEOS,Failed,CAM-13,RD-14
2026-07-03 17:47:00,EMP_048,Building_B,HR Office,HID SEOS,Success,CAM-04,RD-19
2026-07-03 12:04:00,EMP_044,Building_A,Server Room,HID SEOS,Success,CAM-14,RD-01
2026-07-03 21:23:00,EMP_022,Building_C,Server Room,HID SEOS,Failed,CAM-03,RD-20
2026-07-03 10:31:00,EMP_008,Building_C,HR Office,HID SEOS,Success,CAM-05,RD-14
2026-07-03 08:06:00,EMP_006,Building_B,Emergency Exit,HID SEOS,Success,CAM-04,RD-17
2026-07-03 12:46:00,EMP_020,Building_A,SOC,HID SEOS,Success,CAM-08,RD-17
2026-07-03 17:04:00,EMP_002,Building_A,SOC,HID SEOS,Success,CAM-15,RD-16
2026-07-03 10:35:00,EMP_047,Building_B,Server Room,HID SEOS,Success,CAM-14,RD-17
2026-07-03 07:00:00,EMP_044,Building_C,Main Entrance,HID SEOS,Failed,CAM-07,RD-17
2026-07-03 01:30:00,ATTACKER_9999,Building_C,Reception,Cloned Badge,Success,CAM-08,RD-02
2026-07-03 22:29:00,EMP_007,Building_C,Finance Office,HID SEOS,Success,CAM-10,RD-10
2026-07-03 10:57:00,EMP_041,Building_A,SOC,HID SEOS,Success,CAM-05,RD-18
2026-07-03 22:54:00,EMP_021,Building_A,Finance Office,HID SEOS,Success,CAM-03,RD-09
2026-07-03 21:15:00,EMP_008,Building_C,Reception,HID SEOS,Success,CAM-09,RD-12
2026-07-03 04:49:00,EMP_036,Building_C,Finance Office,HID SEOS,Success,CAM-03,RD-03
2026-07-03 11:33:00,EMP_020,Building_C,Emergency Exit,HID SEOS,Success,CAM-03,RD-01
2026-07-03 01:43:00,EMP_031,Building_A,Loading Dock,HID SEOS,Success,CAM-02,RD-14
2026-07-03 20:20:00,EMP_026,Building_C,Emergency Exit,HID SEOS,Success,CAM-05,RD-11
2026-07-03 22:53:00,SERVICE_SQL,Building_C,Reception,HID SEOS,Failed,CAM-10,RD-05
2026-07-03 23:50:00,EMP_006,Building_B,Reception,HID SEOS,Failed,CAM-05,RD-15
2026-07-03 07:38:00,EMP_031,Building_A,Finance Office,HID SEOS,Success,CAM-07,RD-06
2026-07-03 11:16:00,EMP_045,Building_B,Emergency Exit,HID SEOS,Failed,CAM-01,RD-03
2026-07-03 16:20:00,EMP_031,Building_B,Server Room,HID SEOS,Success,CAM-13,RD-12
2026-07-03 17:20:00,EMP_039,Building_A,Loading Dock,HID SEOS,Success,CAM-06,RD-18
2026-07-03 10:18:00,EMP_042,Building_C,Emergency Exit,HID SEOS,Failed,CAM-10,RD-14
2026-07-03 18:42:00,EMP_016,Building_A,Emergency Exit,HID SEOS,Failed,CAM-02,RD-11
2026-07-03 20:10:00,EMP_014,Building_B,Loading Dock,HID SEOS,Success,CAM-09,RD-08
2026-07-03 02:39:00,EMP_012,Building_C,Emergency Exit,HID SEOS,Success,CAM-10,RD-20
2026-07-03 03:19:00,EMP_030,Building_B,Server Room,HID SEOS,Success,CAM-07,RD-03
2026-07-03 20:21:00,EMP_039,Building_B,HR Office,HID SEOS,Failed,CAM-11,RD-02
2026-07-03 04:44:00,EMP_006,Building_C,Main Entrance,HID SEOS,Success,CAM-11,RD-05
2026-07-03 13:18:00,EMP_029,Building_C,Emergency Exit,HID SEOS,Success,CAM-04,RD-11
2026-07-03 23:11:00,EMP_020,Building_B,Loading Dock,HID SEOS,Success,CAM-02,RD-19
2026-07-03 17:25:00,EMP_001,Building_B,Server Room,HID SEOS,Success,CAM-01,RD-12
2026-07-03 00:01:00,EMP_036,Building_C,HR Office,HID SEOS,Success,CAM-14,RD-10
2026-07-03 23:58:00,EMP_002,Building_C,Loading Dock,HID SEOS,Success,CAM-12,RD-13
2026-07-03 18:36:00,EMP_026,Building_A,Server Room,HID SEOS,Failed,CAM-03,RD-07
2026-07-03 12:17:00,EMP_036,Building_B,Server Room,HID SEOS,Success,CAM-14,RD-05
2026-07-03 22:07:00,EMP_009,Building_A,Server Room,HID SEOS,Failed,CAM-11,RD-14
2026-07-03 21:55:00,EMP_009,Building_B,Emergency Exit,HID SEOS,Failed,CAM-10,RD-06
2026-07-03 18:50:00,EMP_030,Building_B,Loading Dock,HID SEOS,Success,CAM-04,RD-06
2026-07-03 19:43:00,EMP_028,Building_B,SOC,HID SEOS,Success,CAM-07,RD-18
2026-07-03 01:17:00,EMP_037,Building_C,Emergency Exit,HID SEOS,Success,CAM-02,RD-19
2026-07-03 02:43:00,EMP_031,Building_A,Finance Office,HID SEOS,Failed,CAM-09,RD-03
2026-07-03 03:01:00,EMP_034,Building_A,Emergency Exit,HID SEOS,Success,CAM-11,RD-18
2026-07-03 20:55:00,SOC_ANALYST,Building_A,HR Office,HID SEOS,Success,CAM-08,RD-15
2026-07-03 19:35:00,EMP_033,Building_C,HR Office,HID SEOS,Failed,CAM-06,RD-10
