Timestamp,Alert_ID,Severity,MITRE,Description,Status,Assigned_To
2026-07-03 05:18:00,AL0317,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 00:09:00,AL0318,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 01:31:00,AL0319,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 17:43:00,AL0320,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 22:13:00,AL0321,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 19:59:00,AL0322,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 12:37:00,AL0323,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 09:33:00,AL0324,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 21:38:00,AL0325,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 07:19:00,AL0326,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 03:07:00,AL0327,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 14:17:00,AL0328,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 02:56:00,AL0329,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 13:53:00,AL0330,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 17:55:00,AL0331,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 16:15:00,AL0332,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 08:56:00,AL0333,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 23:10:00,AL0334,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 16:58:00,AL0335,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 09:37:00,AL0336,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 09:44:00,AL0337,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 04:06:00,AL0338,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 08:53:00,AL0339,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 08:39:00,AL0340,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 04:31:00,AL0341,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 00:30:00,AL0342,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 00:39:00,AL0343,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 12:50:00,AL0344,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 22:37:00,AL0345,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 20:44:00,AL0346,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 15:34:00,AL0347,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 12:28:00,AL0348,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 23:04:00,AL0349,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 00:54:00,AL0350,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 10:35:00,AL0351,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 09:58:00,AL0352,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 09:07:00,AL0353,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 12:12:00,AL0354,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 23:15:00,AL0355,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 20:42:00,AL0356,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 00:33:00,AL0357,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 08:26:00,AL0358,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 03:02:00,AL0359,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 06:03:00,AL0360,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 20:38:00,AL0361,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 23:15:00,AL0362,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 11:01:00,AL0363,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 06:21:00,AL0364,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 23:07:00,AL0365,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 05:11:00,AL0366,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 12:08:00,AL0367,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 18:24:00,AL0368,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 21:35:00,AL0369,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 15:06:00,AL0370,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 17:02:00,AL0371,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 13:40:00,AL0372,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 10:58:00,AL0373,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 03:15:00,AL0374,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 12:22:00,AL0375,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 23:18:00,AL0376,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 00:16:00,AL0377,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 01:57:00,AL0378,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 21:22:00,AL0379,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 00:15:00,AL0380,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 11:00:00,AL0381,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 18:12:00,AL0382,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 06:59:00,AL0383,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 20:37:00,AL0384,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 02:28:00,AL0385,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 08:27:00,AL0386,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 09:33:00,AL0387,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 19:30:00,AL0388,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 21:12:00,AL0389,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 17:47:00,AL0390,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 17:41:00,AL0391,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 23:59:00,AL0392,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 15:57:00,AL0393,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 21:37:00,AL0394,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 12:02:00,AL0395,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 16:33:00,AL0396,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 04:43:00,AL0397,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 09:32:00,AL0398,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 19:53:00,AL0399,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 16:30:00,AL0400,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 05:08:00,AL0401,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 04:06:00,AL0402,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 12:13:00,AL0403,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 21:21:00,AL0404,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 20:19:00,AL0405,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 15:41:00,AL0406,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 19:21:00,AL0407,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 19:44:00,AL0408,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 08:35:00,AL0409,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 05:38:00,AL0410,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 02:02:00,AL0411,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 00:43:00,AL0412,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 01:34:00,AL0413,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 02:17:00,AL0414,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 05:45:00,AL0415,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 11:47:00,AL0416,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 15:02:00,AL0417,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 16:45:00,AL0418,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 06:40:00,AL0419,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 10:32:00,AL0420,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 19:26:00,AL0421,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 19:03:00,AL0422,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 01:49:00,AL0423,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 14:30:00,AL0424,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 17:29:00,AL0425,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 18:48:00,AL0426,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 05:22:00,AL0427,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 04:21:00,AL0428,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 13:54:00,AL0429,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 17:16:00,AL0430,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 02:21:00,AL0431,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 02:07:00,AL0432,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 16:07:00,AL0433,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 23:31:00,AL0434,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 11:14:00,AL0435,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 16:17:00,AL0436,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 17:57:00,AL0437,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 21:09:00,AL0438,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 11:05:00,AL0439,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 14:53:00,AL0440,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 01:46:00,AL0441,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 20:36:00,AL0442,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 08:50:00,AL0443,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 07:34:00,AL0444,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 19:35:00,AL0445,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 11:27:00,AL0446,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 02:11:00,AL0447,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 09:50:00,AL0448,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 14:56:00,AL0449,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 23:20:00,AL0450,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 20:55:00,AL0451,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 03:13:00,AL0452,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 03:33:00,AL0453,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 05:47:00,AL0454,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 11:30:00,AL0455,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 06:17:00,AL0456,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 22:32:00,AL0457,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 08:43:00,AL0458,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 13:32:00,AL0459,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 02:02:00,AL0460,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 17:03:00,AL0461,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 14:39:00,AL0462,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 20:21:00,AL0463,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 17:05:00,AL0464,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 02:42:00,AL0465,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 19:17:00,AL0466,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 08:18:00,AL0467,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 04:00:00,AL0468,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 02:26:00,AL0469,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 23:19:00,AL0470,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 07:58:00,AL0471,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 10:10:00,AL0472,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 19:35:00,AL0473,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 11:58:00,AL0474,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 12:29:00,AL0475,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 00:43:00,AL0476,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 12:43:00,AL0477,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 15:43:00,AL0478,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 19:11:00,AL0479,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 19:56:00,AL0480,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 17:23:00,AL0481,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 08:09:00,AL0482,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 23:10:00,AL0483,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 13:03:00,AL0484,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 20:16:00,AL0485,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 01:06:00,AL0486,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 13:54:00,AL0487,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 05:46:00,AL0488,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 02:17:00,AL0489,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 21:11:00,AL0490,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 13:43:00,AL0491,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 04:48:00,AL0492,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 10:22:00,AL0493,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 06:03:00,AL0494,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 20:52:00,AL0495,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 23:20:00,AL0496,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 08:22:00,AL0497,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 07:11:00,AL0498,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 18:42:00,AL0499,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 14:25:00,AL0500,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 22:48:00,AL0501,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 07:31:00,AL0502,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 12:04:00,AL0503,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 17:39:00,AL0504,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 22:16:00,AL0505,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 01:05:00,AL0506,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 08:06:00,AL0507,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 17:40:00,AL0508,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 04:25:00,AL0509,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 08:50:00,AL0510,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 09:49:00,AL0511,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 10:27:00,AL0512,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 19:20:00,AL0513,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 00:24:00,AL0514,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 17:42:00,AL0515,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 11:45:00,AL0516,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 08:00:00,AL0517,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 00:06:00,AL0518,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 08:49:00,AL0519,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 11:30:00,AL0520,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 23:49:00,AL0521,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 23:09:00,AL0522,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 01:08:00,AL0523,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 05:19:00,AL0524,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 00:29:00,AL0525,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 11:53:00,AL0526,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 19:55:00,AL0527,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 02:55:00,AL0528,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 17:03:00,AL0529,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 07:39:00,AL0530,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 22:59:00,AL0531,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 16:49:00,AL0532,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 02:36:00,AL0533,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 06:15:00,AL0534,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 13:08:00,AL0535,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 02:21:00,AL0536,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 07:23:00,AL0537,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 03:14:00,AL0538,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 15:57:00,AL0539,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 19:21:00,AL0540,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 19:41:00,AL0541,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 17:43:00,AL0542,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 00:09:00,AL0543,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 13:51:00,AL0544,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 16:38:00,AL0545,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 03:26:00,AL0546,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 11:33:00,AL0547,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 14:11:00,AL0548,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 00:36:00,AL0549,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 14:00:00,AL0550,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 19:10:00,AL0551,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 11:25:00,AL0552,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 19:25:00,AL0553,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 15:14:00,AL0554,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 00:32:00,AL0555,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 00:28:00,AL0556,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 22:46:00,AL0557,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 08:56:00,AL0558,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 16:33:00,AL0559,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 17:27:00,AL0560,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 08:14:00,AL0561,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 03:07:00,AL0562,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 11:58:00,AL0563,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 02:52:00,AL0564,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 09:44:00,AL0565,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 12:26:00,AL0566,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 11:10:00,AL0567,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 02:17:00,AL0568,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 21:28:00,AL0569,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 10:02:00,AL0570,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 01:35:00,AL0571,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 21:26:00,AL0572,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 09:38:00,AL0573,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 08:08:00,AL0574,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 16:54:00,AL0575,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 15:35:00,AL0576,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 09:14:00,AL0577,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 08:31:00,AL0578,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 00:42:00,AL0579,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 18:50:00,AL0580,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 17:12:00,AL0581,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 21:19:00,AL0582,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 22:10:00,AL0583,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 14:06:00,AL0584,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 21:06:00,AL0585,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 14:33:00,AL0586,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 05:42:00,AL0587,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 22:51:00,AL0588,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 04:39:00,AL0589,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 11:11:00,AL0590,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 02:15:00,AL0591,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 20:08:00,AL0592,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 02:40:00,AL0593,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 11:32:00,AL0594,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 21:09:00,AL0595,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 15:28:00,AL0596,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 06:32:00,AL0597,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 01:42:00,AL0598,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 07:23:00,AL0599,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 11:35:00,AL0600,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 02:10:00,AL0601,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 12:56:00,AL0602,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 18:08:00,AL0603,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 22:53:00,AL0604,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 03:56:00,AL0605,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 05:57:00,AL0606,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 00:46:00,AL0607,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 09:57:00,AL0608,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 02:41:00,AL0609,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 17:05:00,AL0610,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 14:13:00,AL0611,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 23:20:00,AL0612,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 01:35:00,AL0613,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 13:52:00,AL0614,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 01:52:00,AL0615,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 21:55:00,AL0616,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 01:56:00,AL0617,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 21:38:00,AL0618,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 20:30:00,AL0619,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 21:40:00,AL0620,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 01:15:00,AL0621,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 16:41:00,AL0622,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 20:40:00,AL0623,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 00:39:00,AL0624,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 01:44:00,AL0625,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 21:44:00,AL0626,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 19:07:00,AL0627,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 05:16:00,AL0628,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 00:02:00,AL0629,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 15:01:00,AL0630,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 07:35:00,AL0631,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 02:26:00,AL0632,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 03:24:00,AL0633,Medium,,Routine Security Event,Closed,SOC_ANALYST
