Timestamp,Source_IP,Destination_IP,Protocol,Port,Bytes,Packets,Action,Event
2026-07-03 21:53:00,10.20.1.152,10.20.5.198,TCP,445,13723,255,Allowed,Web Access
2026-07-03 02:50:00,10.20.2.200,10.20.2.206,TCP,3389,8225,316,Allowed,DNS Query
2026-07-03 17:20:00,10.20.1.252,10.20.1.250,ICMP,445,31430,500,Allowed,DNS Query
2026-07-03 11:50:00,10.20.1.81,10.20.4.14,TCP,3389,28897,238,Allowed,Web Access
2026-07-03 01:07:00,10.20.5.175,10.20.2.14,UDP,3389,46859,199,Allowed,Normal Traffic
2026-07-03 20:21:00,10.20.2.75,10.20.3.176,TCP,22,5206,69,Allowed,DNS Query
2026-07-03 22:22:00,10.20.2.248,10.20.5.45,ICMP,443,41269,411,Allowed,Web Access
2026-07-03 05:25:00,10.20.3.55,10.20.2.204,ICMP,80,21809,212,Allowed,DNS Query
2026-07-03 15:44:00,10.20.3.97,10.20.5.237,ICMP,443,23741,80,Allowed,Normal Traffic
2026-07-03 00:33:00,10.20.5.12,10.20.3.169,UDP,80,46203,417,Allowed,Web Access
2026-07-03 15:54:00,10.20.1.198,10.20.3.230,UDP,3389,28623,247,Allowed,Web Access
2026-07-03 04:04:00,10.20.4.10,10.20.1.250,UDP,443,38510,409,Allowed,Web Access
2026-07-03 05:54:00,10.20.4.31,10.20.1.89,TCP,22,9608,223,Allowed,DNS Query
2026-07-03 11:21:00,10.20.5.210,10.20.3.222,ICMP,80,25534,246,Allowed,Web Access
2026-07-03 22:03:00,10.20.4.42,10.20.4.150,UDP,3389,11319,218,Allowed,DNS Query
2026-07-03 20:19:00,10.20.4.104,10.20.4.250,ICMP,80,19756,400,Allowed,DNS Query
2026-07-03 11:59:00,10.20.3.211,10.20.3.169,UDP,3389,15201,175,Allowed,DNS Query
2026-07-03 21:58:00,10.20.3.249,10.20.2.237,TCP,80,23439,180,Allowed,DNS Query
2026-07-03 05:58:00,10.20.3.216,10.20.5.223,ICMP,22,12725,146,Allowed,Normal Traffic
2026-07-03 01:37:00,10.20.4.193,10.20.3.73,TCP,22,43573,22,Allowed,Web Access
2026-07-03 17:02:00,10.20.2.143,10.20.4.207,UDP,443,32381,316,Allowed,Normal Traffic
2026-07-03 19:28:00,10.20.3.102,10.20.3.146,TCP,22,49143,413,Allowed,DNS Query
2026-07-03 00:34:00,10.20.3.79,10.20.5.77,ICMP,22,22706,191,Allowed,Normal Traffic
2026-07-03 01:11:00,10.20.1.10,10.20.2.249,ICMP,443,45602,115,Allowed,DNS Query
2026-07-03 22:20:00,10.20.2.18,10.20.3.30,UDP,3389,47612,414,Allowed,DNS Query
2026-07-03 03:31:00,10.20.1.178,10.20.3.217,TCP,80,19720,133,Allowed,Web Access
2026-07-03 08:49:00,10.20.4.164,10.20.5.241,TCP,80,10838,319,Allowed,DNS Query
2026-07-03 18:56:00,10.20.4.125,10.20.4.85,UDP,80,32316,480,Allowed,DNS Query
2026-07-03 12:43:00,10.20.3.238,10.20.1.250,ICMP,80,43231,120,Allowed,Web Access
2026-07-03 06:01:00,10.20.2.138,10.20.3.161,ICMP,80,46366,48,Allowed,Normal Traffic
2026-07-03 09:34:00,10.20.1.16,10.20.1.102,TCP,3389,10541,289,Allowed,DNS Query
2026-07-03 02:50:00,10.20.5.17,10.20.5.182,TCP,445,13302,348,Allowed,Web Access
2026-07-03 18:28:00,10.20.4.217,10.20.1.44,ICMP,445,27776,279,Allowed,Normal Traffic
2026-07-03 13:28:00,10.20.4.132,10.20.1.71,UDP,445,14340,449,Allowed,Web Access
2026-07-03 01:21:00,10.20.4.22,10.20.3.22,TCP,22,18653,397,Allowed,DNS Query
2026-07-03 16:29:00,10.20.3.141,10.20.5.17,UDP,3389,48969,366,Allowed,Web Access
2026-07-03 13:33:00,10.20.1.172,10.20.3.63,ICMP,443,15507,307,Allowed,DNS Query
2026-07-03 00:07:00,10.20.5.6,10.20.5.219,UDP,22,28153,221,Allowed,DNS Query
2026-07-03 19:16:00,10.20.2.228,10.20.2.75,ICMP,3389,33586,136,Allowed,Normal Traffic
2026-07-03 13:38:00,10.20.5.189,10.20.5.124,UDP,445,42246,126,Allowed,Web Access
2026-07-03 21:08:00,10.20.4.175,10.20.4.219,UDP,3389,15894,454,Allowed,DNS Query
2026-07-03 20:31:00,10.20.5.97,10.20.5.121,ICMP,3389,10209,46,Allowed,DNS Query
2026-07-03 09:29:00,10.20.2.153,10.20.1.212,TCP,80,33648,316,Allowed,Normal Traffic
2026-07-03 00:08:00,10.20.3.71,10.20.3.239,UDP,80,4024,338,Allowed,Normal Traffic
2026-07-03 16:20:00,10.20.3.148,10.20.4.65,ICMP,80,10475,490,Allowed,DNS Query
2026-07-03 05:32:00,10.20.2.137,10.20.5.44,ICMP,3389,1275,163,Allowed,DNS Query
2026-07-03 05:43:00,10.20.5.70,10.20.2.208,ICMP,3389,49780,127,Allowed,DNS Query
2026-07-03 01:31:00,10.20.2.64,10.20.3.201,UDP,445,10277,456,Allowed,Normal Traffic
2026-07-03 18:07:00,10.20.4.33,10.20.5.21,TCP,443,2957,30,Allowed,DNS Query
2026-07-03 07:11:00,10.20.5.236,10.20.2.190,UDP,445,45526,204,Allowed,Normal Traffic
2026-07-03 04:05:00,10.20.2.60,10.20.4.76,ICMP,443,25102,314,Allowed,DNS Query
2026-07-03 13:51:00,10.20.5.208,10.20.4.45,TCP,22,28479,18,Allowed,Web Access
2026-07-03 02:29:00,10.20.4.212,10.20.2.120,ICMP,22,48912,136,Allowed,Normal Traffic
2026-07-03 20:45:00,10.20.2.58,10.20.3.17,ICMP,443,49708,150,Allowed,Normal Traffic
2026-07-03 09:42:00,10.20.2.134,10.20.2.208,UDP,22,31521,215,Allowed,DNS Query
2026-07-03 01:59:00,10.20.3.238,10.20.5.54,UDP,80,15689,24,Allowed,DNS Query
2026-07-03 19:24:00,10.20.4.55,10.20.5.113,ICMP,443,18871,101,Allowed,Normal Traffic
2026-07-03 13:54:00,10.20.5.176,10.20.1.241,ICMP,80,16769,472,Allowed,Web Access
2026-07-03 20:41:00,10.20.1.17,10.20.3.1,TCP,80,22800,175,Allowed,Web Access
2026-07-03 16:50:00,10.20.5.32,10.20.5.139,TCP,443,28345,78,Allowed,Web Access
2026-07-03 09:45:00,10.20.1.40,10.20.3.211,UDP,3389,42399,283,Allowed,Normal Traffic
2026-07-03 08:37:00,10.20.5.101,10.20.5.30,TCP,445,35901,10,Allowed,Web Access
2026-07-03 10:44:00,10.20.3.158,10.20.5.153,UDP,22,27131,105,Allowed,Normal Traffic
2026-07-03 17:45:00,10.20.2.211,10.20.1.83,TCP,80,7513,189,Allowed,Normal Traffic
2026-07-03 20:57:00,10.20.5.253,10.20.3.39,ICMP,443,42603,285,Allowed,DNS Query
2026-07-03 10:28:00,10.20.3.48,10.20.2.103,UDP,445,44270,208,Allowed,DNS Query
2026-07-03 14:33:00,10.20.4.5,10.20.5.176,UDP,3389,40276,289,Allowed,Web Access
2026-07-03 11:49:00,10.20.1.39,10.20.4.187,ICMP,445,3200,249,Allowed,Web Access
2026-07-03 05:05:00,10.20.1.31,10.20.2.195,UDP,3389,23873,260,Allowed,Normal Traffic
2026-07-03 21:54:00,10.20.1.118,10.20.1.34,ICMP,80,26265,43,Allowed,Normal Traffic
2026-07-03 07:59:00,10.20.4.240,10.20.3.34,TCP,80,4428,302,Allowed,Web Access
2026-07-03 14:18:00,10.20.1.160,10.20.1.85,ICMP,443,13818,448,Allowed,Normal Traffic
2026-07-03 05:22:00,10.20.4.122,10.20.3.125,UDP,3389,16870,367,Allowed,Web Access
2026-07-03 07:07:00,10.20.1.221,10.20.5.245,TCP,80,45267,58,Allowed,DNS Query
2026-07-03 19:31:00,10.20.2.173,10.20.1.45,TCP,80,37998,193,Allowed,DNS Query
2026-07-03 21:27:00,10.20.2.148,10.20.3.251,TCP,3389,2194,214,Allowed,Web Access
2026-07-03 06:32:00,10.20.5.143,10.20.3.100,UDP,443,38346,498,Allowed,Web Access
2026-07-03 13:16:00,10.20.4.53,10.20.1.196,TCP,22,23614,215,Allowed,Normal Traffic
2026-07-03 03:12:00,10.20.4.186,10.20.5.93,TCP,3389,25239,218,Allowed,Web Access
2026-07-03 07:09:00,10.20.4.204,10.20.5.27,TCP,3389,34730,266,Allowed,Web Access
2026-07-03 07:10:00,10.20.4.1,10.20.2.221,ICMP,3389,42896,289,Allowed,Normal Traffic
2026-07-03 13:33:00,10.20.2.159,10.20.4.122,TCP,22,5083,292,Allowed,Normal Traffic
2026-07-03 17:04:00,10.20.5.224,10.20.3.45,UDP,445,16980,449,Allowed,Web Access
2026-07-03 08:54:00,10.20.5.226,10.20.3.160,UDP,443,49668,123,Allowed,Normal Traffic
2026-07-03 22:52:00,10.20.1.59,10.20.3.7,TCP,22,49651,340,Allowed,Web Access
2026-07-03 23:10:00,10.20.3.234,10.20.4.60,TCP,445,15877,301,Allowed,DNS Query
2026-07-03 02:20:00,10.20.2.120,10.20.3.120,ICMP,3389,22173,206,Allowed,DNS Query
2026-07-03 06:39:00,10.20.1.60,10.20.2.13,TCP,445,8574,409,Allowed,Web Access
2026-07-03 04:28:00,10.20.2.124,10.20.5.143,ICMP,80,5332,415,Allowed,Normal Traffic
2026-07-03 04:51:00,10.20.2.152,10.20.4.43,ICMP,3389,38284,44,Allowed,DNS Query
2026-07-03 18:55:00,10.20.5.12,10.20.4.231,ICMP,443,36575,302,Allowed,Normal Traffic
2026-07-03 06:57:00,10.20.1.115,10.20.4.91,TCP,80,33373,111,Allowed,Normal Traffic
2026-07-03 13:44:00,10.20.3.108,10.20.4.176,ICMP,22,19224,340,Allowed,Normal Traffic
2026-07-03 18:23:00,10.20.2.162,10.20.3.154,TCP,22,24903,403,Allowed,Web Access
2026-07-03 22:45:00,10.20.4.241,10.20.5.98,ICMP,445,41337,86,Allowed,Web Access
2026-07-03 16:43:00,10.20.2.7,10.20.4.235,UDP,80,27678,15,Allowed,Normal Traffic
2026-07-03 04:52:00,10.20.2.155,10.20.3.194,ICMP,22,42004,140,Allowed,Web Access
2026-07-03 20:06:00,10.20.1.32,10.20.2.38,UDP,445,12573,33,Allowed,Normal Traffic
2026-07-03 18:45:00,10.20.4.232,10.20.5.34,ICMP,445,17211,136,Allowed,Web Access
2026-07-03 07:17:00,10.20.5.58,10.20.1.240,TCP,3389,1162,322,Allowed,Normal Traffic
2026-07-03 14:08:00,10.20.1.26,10.20.1.233,ICMP,443,37026,47,Allowed,DNS Query
2026-07-03 17:20:00,10.20.4.60,10.20.1.190,UDP,80,41727,242,Allowed,Normal Traffic
2026-07-03 21:29:00,10.20.1.245,10.20.2.221,TCP,443,23500,80,Allowed,Normal Traffic
2026-07-03 02:11:00,10.20.3.89,10.20.1.178,TCP,80,290,332,Allowed,DNS Query
2026-07-03 02:30:00,10.20.2.122,10.20.5.185,ICMP,3389,26116,462,Allowed,Web Access
2026-07-03 04:08:00,10.20.3.207,10.20.2.42,UDP,443,32572,21,Allowed,Normal Traffic
2026-07-03 02:21:00,10.20.3.254,10.20.5.148,ICMP,3389,4612,201,Allowed,Normal Traffic
2026-07-03 21:12:00,10.20.4.19,10.20.3.108,UDP,3389,35916,473,Allowed,Normal Traffic
2026-07-03 21:59:00,10.20.2.17,10.20.5.71,UDP,3389,32374,322,Allowed,DNS Query
2026-07-03 14:37:00,10.20.2.48,10.20.2.168,ICMP,22,5193,481,Allowed,Normal Traffic
2026-07-03 05:05:00,10.20.1.84,10.20.5.195,TCP,443,44993,426,Allowed,Normal Traffic
2026-07-03 13:11:00,10.20.1.119,10.20.2.252,TCP,445,32873,386,Allowed,Normal Traffic
2026-07-03 16:09:00,10.20.1.121,10.20.4.186,ICMP,80,47073,452,Allowed,DNS Query
2026-07-03 12:43:00,10.20.1.178,10.20.1.144,ICMP,3389,22768,431,Allowed,DNS Query
2026-07-03 08:14:00,10.20.4.28,10.20.1.195,TCP,3389,19958,214,Allowed,Web Access
2026-07-03 10:57:00,10.20.1.142,10.20.3.44,UDP,445,47749,230,Allowed,DNS Query
2026-07-03 03:03:00,10.20.2.154,10.20.4.174,UDP,80,20357,389,Allowed,Web Access
2026-07-03 02:01:00,10.20.3.152,10.20.1.121,UDP,3389,43822,186,Allowed,Web Access
2026-07-03 11:48:00,10.20.2.88,10.20.1.26,TCP,445,24604,173,Allowed,Web Access
2026-07-03 21:35:00,10.20.1.53,10.20.1.59,ICMP,443,42574,226,Allowed,Web Access
2026-07-03 20:49:00,10.20.2.181,10.20.3.228,ICMP,443,30806,447,Allowed,Web Access
2026-07-03 05:46:00,10.20.3.239,10.20.4.136,TCP,22,1464,406,Allowed,Normal Traffic
2026-07-03 14:43:00,10.20.5.58,10.20.3.28,ICMP,22,41603,383,Allowed,Normal Traffic
2026-07-03 20:54:00,10.20.5.120,10.20.5.197,UDP,443,16762,328,Allowed,DNS Query
2026-07-03 01:40:00,10.20.1.127,10.20.5.88,UDP,3389,43648,35,Allowed,Normal Traffic
2026-07-03 05:50:00,10.20.5.212,10.20.4.33,TCP,445,25859,464,Allowed,Normal Traffic
2026-07-03 02:04:00,10.20.5.155,10.20.2.218,UDP,445,43127,222,Allowed,Web Access
2026-07-03 19:33:00,10.20.4.60,10.20.2.139,ICMP,443,38319,270,Allowed,Normal Traffic
2026-07-03 15:02:00,10.20.5.179,10.20.1.219,ICMP,3389,24551,166,Allowed,DNS Query
2026-07-03 17:19:00,10.20.4.27,10.20.3.77,ICMP,80,39978,479,Allowed,Web Access
2026-07-03 11:56:00,10.20.2.25,10.20.3.249,UDP,443,42800,207,Allowed,Normal Traffic
2026-07-03 22:13:00,10.20.5.61,10.20.4.160,TCP,22,7183,446,Allowed,DNS Query
2026-07-03 00:25:00,10.20.4.14,10.20.1.147,UDP,445,45748,58,Allowed,Web Access
2026-07-03 10:00:00,10.20.2.53,10.20.4.86,ICMP,3389,42738,487,Allowed,DNS Query
2026-07-03 00:11:00,10.20.5.128,10.20.4.116,TCP,443,13380,184,Allowed,Web Access
2026-07-03 09:21:00,10.20.2.202,10.20.4.86,UDP,22,32749,176,Allowed,Normal Traffic
2026-07-03 22:38:00,10.20.4.138,10.20.3.52,ICMP,445,36027,93,Allowed,Web Access
2026-07-03 23:39:00,10.20.3.171,10.20.5.183,UDP,22,22555,459,Allowed,DNS Query
2026-07-03 21:48:00,10.20.3.245,10.20.1.48,UDP,22,38879,87,Allowed,Web Access
2026-07-03 16:29:00,10.20.4.141,10.20.4.147,TCP,22,3641,31,Allowed,DNS Query
2026-07-03 06:03:00,10.20.5.107,10.20.2.202,UDP,22,34323,369,Allowed,Web Access
2026-07-03 07:58:00,10.20.4.80,10.20.5.125,ICMP,22,5505,288,Allowed,Web Access
2026-07-03 06:25:00,10.20.1.72,10.20.2.8,UDP,80,23754,312,Allowed,DNS Query
2026-07-03 17:06:00,10.20.5.80,10.20.5.186,UDP,22,3760,283,Allowed,Normal Traffic
2026-07-03 23:45:00,10.20.1.25,10.20.5.53,TCP,3389,39063,464,Allowed,Normal Traffic
2026-07-03 11:35:00,10.20.1.120,10.20.5.56,UDP,445,42343,229,Allowed,DNS Query
2026-07-03 13:56:00,10.20.4.39,10.20.2.231,ICMP,80,43145,496,Allowed,DNS Query
2026-07-03 05:38:00,10.20.5.113,10.20.1.191,UDP,22,10941,311,Allowed,DNS Query
2026-07-03 07:18:00,10.20.2.195,10.20.4.85,ICMP,445,16393,243,Allowed,Web Access
2026-07-03 14:40:00,10.20.5.29,10.20.2.8,UDP,445,43381,493,Allowed,DNS Query
2026-07-03 19:28:00,10.20.3.69,10.20.1.32,UDP,443,22100,295,Allowed,DNS Query
2026-07-03 17:23:00,10.20.2.73,10.20.1.32,TCP,443,16105,393,Allowed,DNS Query
2026-07-03 19:50:00,10.20.4.194,10.20.1.199,TCP,22,11589,317,Allowed,DNS Query
2026-07-03 18:02:00,10.20.5.201,10.20.1.160,TCP,443,31444,497,Allowed,Web Access
2026-07-03 18:48:00,10.20.2.247,10.20.5.78,UDP,22,23833,499,Allowed,Web Access
2026-07-03 23:32:00,10.20.4.80,10.20.2.43,TCP,3389,22916,221,Allowed,Normal Traffic
2026-07-03 00:25:00,10.20.5.197,10.20.5.230,TCP,3389,26401,376,Allowed,Web Access
2026-07-03 02:17:00,10.20.5.164,10.20.5.184,ICMP,3389,31655,416,Allowed,Web Access
2026-07-03 12:00:00,10.20.1.145,10.20.5.34,ICMP,80,8411,211,Allowed,Web Access
2026-07-03 09:10:00,10.20.3.181,10.20.2.114,ICMP,445,1890,454,Allowed,Normal Traffic
2026-07-03 18:27:00,10.20.2.218,10.20.2.135,ICMP,22,19315,183,Allowed,DNS Query
2026-07-03 14:45:00,10.20.1.221,10.20.1.220,TCP,3389,12353,328,Allowed,Normal Traffic
2026-07-03 13:55:00,10.20.4.207,10.20.2.240,UDP,80,33135,329,Allowed,DNS Query
2026-07-03 03:39:00,10.20.2.21,10.20.1.134,UDP,443,18852,406,Allowed,Web Access
2026-07-03 05:52:00,10.20.3.71,10.20.3.224,UDP,443,16171,200,Allowed,DNS Query
2026-07-03 22:01:00,10.20.2.173,10.20.1.193,ICMP,80,37597,183,Allowed,DNS Query
2026-07-03 01:47:00,10.20.1.235,10.20.1.33,ICMP,80,47758,427,Allowed,Web Access
2026-07-03 00:41:00,10.20.1.145,10.20.5.109,TCP,445,22671,434,Allowed,Normal Traffic
2026-07-03 23:35:00,10.20.2.198,10.20.5.127,ICMP,3389,13736,255,Allowed,Web Access
2026-07-03 08:37:00,10.20.2.180,10.20.3.154,ICMP,22,39758,460,Allowed,Web Access
2026-07-03 19:15:00,10.20.4.246,10.20.4.92,ICMP,3389,6923,24,Allowed,Normal Traffic
2026-07-03 19:48:00,10.20.2.30,10.20.2.253,ICMP,22,38433,164,Allowed,Normal Traffic
2026-07-03 06:14:00,10.20.3.38,10.20.5.183,UDP,80,492,69,Allowed,Normal Traffic
2026-07-03 04:56:00,10.20.2.159,10.20.1.127,TCP,3389,21214,194,Allowed,Normal Traffic
2026-07-03 06:47:00,10.20.3.217,10.20.2.193,TCP,445,11204,120,Allowed,DNS Query
2026-07-03 10:59:00,10.20.4.2,10.20.1.111,UDP,443,3398,229,Allowed,Normal Traffic
2026-07-03 11:18:00,10.20.2.134,10.20.5.249,TCP,3389,43404,364,Allowed,Web Access
2026-07-03 00:28:00,10.20.2.83,10.20.2.234,UDP,445,32230,272,Allowed,Normal Traffic
2026-07-03 08:38:00,10.20.4.4,10.20.2.241,TCP,3389,13974,366,Allowed,DNS Query
2026-07-03 09:25:00,10.20.4.188,10.20.5.150,TCP,445,14359,251,Allowed,Web Access
2026-07-03 09:16:00,10.20.1.14,10.20.4.111,ICMP,80,7328,33,Allowed,Normal Traffic
2026-07-03 18:36:00,10.20.3.201,10.20.3.254,TCP,445,27412,394,Allowed,DNS Query
2026-07-03 13:53:00,10.20.5.32,10.20.5.172,ICMP,443,48723,347,Allowed,Web Access
2026-07-03 20:24:00,10.20.3.194,10.20.3.182,ICMP,445,21751,90,Allowed,DNS Query
2026-07-03 16:52:00,10.20.4.17,10.20.3.249,TCP,22,31972,421,Allowed,Normal Traffic
2026-07-03 16:25:00,10.20.1.187,10.20.4.64,TCP,22,27687,120,Allowed,DNS Query
2026-07-03 20:44:00,10.20.2.151,10.20.3.243,ICMP,22,18750,296,Allowed,Normal Traffic
2026-07-03 19:39:00,10.20.5.138,10.20.4.86,TCP,445,9083,441,Allowed,Normal Traffic
2026-07-03 03:53:00,10.20.4.52,10.20.4.128,TCP,443,25042,8,Allowed,DNS Query
2026-07-03 01:13:00,10.20.3.94,10.20.3.42,UDP,445,41299,254,Allowed,Normal Traffic
2026-07-03 19:44:00,10.20.1.134,10.20.1.16,ICMP,445,10145,78,Allowed,DNS Query
2026-07-03 10:37:00,10.20.3.220,10.20.3.168,TCP,3389,32360,444,Allowed,DNS Query
2026-07-03 17:01:00,10.20.2.254,10.20.1.88,UDP,3389,11023,447,Allowed,DNS Query
2026-07-03 00:44:00,10.20.4.165,10.20.4.146,UDP,443,46614,214,Allowed,DNS Query
2026-07-03 16:54:00,10.20.2.158,10.20.4.25,TCP,445,6362,485,Allowed,Normal Traffic
2026-07-03 01:59:00,10.20.2.97,10.20.3.140,UDP,445,42456,70,Allowed,Web Access
2026-07-03 15:07:00,10.20.4.197,10.20.4.43,UDP,22,16641,363,Allowed,DNS Query
2026-07-03 11:08:00,10.20.5.230,10.20.1.101,ICMP,80,19948,89,Allowed,DNS Query
2026-07-03 18:24:00,10.20.1.88,10.20.2.71,UDP,443,46159,405,Allowed,Web Access
2026-07-03 06:14:00,10.20.4.15,10.20.2.235,TCP,22,32105,418,Allowed,Normal Traffic
2026-07-03 05:36:00,10.20.2.9,10.20.1.72,UDP,443,1615,354,Allowed,Web Access
2026-07-03 16:17:00,10.20.3.87,10.20.2.113,TCP,445,37203,48,Allowed,DNS Query
2026-07-03 12:47:00,10.20.4.175,10.20.1.243,TCP,445,20658,142,Allowed,Normal Traffic
2026-07-03 15:44:00,10.20.1.102,10.20.4.253,UDP,3389,45589,447,Allowed,Normal Traffic
2026-07-03 13:32:00,10.20.5.181,10.20.3.93,UDP,22,40635,169,Allowed,Normal Traffic
2026-07-03 11:01:00,10.20.1.46,10.20.1.56,TCP,22,36325,400,Allowed,DNS Query
2026-07-03 15:10:00,10.20.3.59,10.20.3.238,TCP,22,16083,96,Allowed,DNS Query
2026-07-03 11:20:00,10.20.1.2,10.20.5.234,ICMP,445,40251,103,Allowed,Normal Traffic
2026-07-03 11:30:00,10.20.5.205,10.20.4.43,TCP,445,40531,418,Allowed,Web Access
2026-07-03 21:33:00,10.20.2.24,10.20.2.161,TCP,445,10360,270,Allowed,DNS Query
2026-07-03 00:54:00,10.20.4.106,10.20.3.44,ICMP,443,42387,86,Allowed,Normal Traffic
2026-07-03 00:05:00,10.20.5.74,10.20.5.114,UDP,80,13728,345,Allowed,Normal Traffic
2026-07-03 15:12:00,10.20.3.14,10.20.3.204,UDP,443,32015,475,Allowed,Web Access
2026-07-03 15:43:00,10.20.4.62,10.20.4.16,UDP,3389,5051,374,Allowed,Normal Traffic
2026-07-03 10:43:00,10.20.4.216,10.20.2.52,TCP,22,47179,55,Allowed,Web Access
2026-07-03 20:12:00,10.20.3.212,10.20.5.53,TCP,80,35339,452,Allowed,Web Access
2026-07-03 18:07:00,10.20.4.75,10.20.1.67,UDP,3389,24127,233,Allowed,Normal Traffic
2026-07-03 12:23:00,10.20.3.123,10.20.1.94,ICMP,80,722,405,Allowed,DNS Query
2026-07-03 08:18:00,10.20.2.61,10.20.2.78,TCP,445,47252,92,Allowed,Normal Traffic
2026-07-03 08:28:00,10.20.4.107,10.20.2.243,ICMP,3389,36450,443,Allowed,Normal Traffic
2026-07-03 00:08:00,10.20.1.213,10.20.1.64,UDP,3389,10414,231,Allowed,Normal Traffic
2026-07-03 07:03:00,10.20.4.197,10.20.5.149,TCP,443,32085,35,Allowed,DNS Query
2026-07-03 21:00:00,10.20.5.99,10.20.2.203,TCP,80,32057,238,Allowed,Normal Traffic
2026-07-03 17:19:00,10.20.3.39,10.20.4.104,ICMP,443,38176,192,Allowed,DNS Query
2026-07-03 22:53:00,10.20.2.151,10.20.5.112,ICMP,80,30073,41,Allowed,Normal Traffic
2026-07-03 01:09:00,10.20.3.5,10.20.3.32,UDP,3389,16291,220,Allowed,Web Access
2026-07-03 17:34:00,10.20.4.120,10.20.1.7,TCP,445,26869,218,Allowed,DNS Query
2026-07-03 04:02:00,10.20.5.19,10.20.2.178,TCP,443,4804,489,Allowed,Web Access
2026-07-03 21:46:00,10.20.1.65,10.20.5.13,UDP,22,13559,313,Allowed,Web Access
2026-07-03 15:24:00,10.20.1.200,10.20.4.185,ICMP,80,878,52,Allowed,DNS Query
2026-07-03 15:55:00,10.20.1.253,10.20.1.20,ICMP,80,1534,186,Allowed,DNS Query
2026-07-03 14:40:00,10.20.5.176,10.20.3.244,UDP,80,30021,352,Allowed,DNS Query
2026-07-03 06:53:00,10.20.2.132,10.20.4.34,UDP,80,40309,47,Allowed,Normal Traffic
2026-07-03 05:18:00,10.20.1.20,10.20.5.211,TCP,80,46185,159,Allowed,Web Access
2026-07-03 16:36:00,10.20.4.108,10.20.5.236,UDP,3389,24240,242,Allowed,Web Access
2026-07-03 17:52:00,10.20.5.96,10.20.5.46,TCP,443,6264,446,Allowed,Normal Traffic
2026-07-03 06:27:00,10.20.4.164,10.20.3.92,ICMP,3389,39917,328,Allowed,DNS Query
2026-07-03 22:51:00,10.20.3.227,10.20.5.84,ICMP,443,47053,22,Allowed,Web Access
2026-07-03 13:12:00,10.20.2.15,10.20.5.249,ICMP,22,3177,366,Allowed,Normal Traffic
2026-07-03 01:29:00,10.20.2.108,10.20.2.190,ICMP,3389,45821,45,Allowed,DNS Query
2026-07-03 02:19:00,10.20.4.88,10.20.4.135,ICMP,22,12232,286,Allowed,DNS Query
2026-07-03 22:12:00,10.20.5.186,10.20.1.152,TCP,443,1727,261,Allowed,DNS Query
2026-07-03 02:07:00,10.20.2.63,10.20.1.46,UDP,445,45305,241,Allowed,Web Access
2026-07-03 16:08:00,10.20.3.61,10.20.2.168,UDP,22,39133,228,Allowed,Normal Traffic
2026-07-03 03:57:00,10.20.4.254,10.20.1.84,TCP,443,34608,259,Allowed,DNS Query
2026-07-03 00:30:00,10.20.3.175,10.20.2.232,ICMP,443,32125,179,Allowed,DNS Query
2026-07-03 02:36:00,10.20.2.140,10.20.1.20,TCP,80,26820,457,Allowed,DNS Query
2026-07-03 11:03:00,10.20.1.149,10.20.5.20,ICMP,445,6988,81,Allowed,DNS Query
2026-07-03 17:09:00,10.20.4.120,10.20.1.30,ICMP,443,13201,461,Allowed,Normal Traffic
2026-07-03 16:35:00,10.20.1.65,10.20.2.67,ICMP,3389,16538,22,Allowed,Web Access
2026-07-03 20:32:00,10.20.1.88,10.20.1.130,UDP,445,24517,356,Allowed,DNS Query
2026-07-03 08:18:00,10.20.1.11,10.20.5.169,UDP,443,40442,86,Allowed,DNS Query
2026-07-03 16:19:00,10.20.3.147,10.20.2.164,UDP,3389,17928,398,Allowed,Normal Traffic
2026-07-03 15:09:00,10.20.5.118,10.20.3.99,UDP,445,27712,205,Allowed,Web Access
2026-07-03 16:31:00,10.20.1.24,10.20.3.205,UDP,22,48645,468,Allowed,Web Access
2026-07-03 23:50:00,10.20.5.87,10.20.2.176,ICMP,22,29335,264,Allowed,DNS Query
2026-07-03 04:47:00,10.20.5.202,10.20.1.10,TCP,3389,33345,204,Allowed,Web Access
2026-07-03 11:06:00,10.20.3.15,10.20.4.80,ICMP,22,24734,85,Allowed,Web Access
2026-07-03 06:17:00,10.20.2.88,10.20.2.252,ICMP,80,39627,124,Allowed,DNS Query
2026-07-03 21:14:00,10.20.1.129,10.20.3.248,TCP,443,7490,408,Allowed,Normal Traffic
2026-07-03 03:25:00,10.20.1.233,10.20.2.150,ICMP,445,45110,51,Allowed,Web Access
2026-07-03 08:33:00,10.20.1.157,10.20.2.136,TCP,3389,24762,128,Allowed,Normal Traffic
2026-07-03 14:09:00,10.20.1.82,10.20.4.173,UDP,22,7747,456,Allowed,Web Access
2026-07-03 14:47:00,10.20.3.12,10.20.5.130,UDP,3389,23066,493,Allowed,Web Access
2026-07-03 20:51:00,10.20.1.215,10.20.4.7,TCP,445,33881,457,Allowed,Web Access
2026-07-03 21:00:00,10.20.2.83,10.20.3.15,TCP,443,23555,450,Allowed,Normal Traffic
2026-07-03 18:38:00,10.20.3.8,10.20.5.10,TCP,445,37199,350,Allowed,Normal Traffic
2026-07-03 03:56:00,10.20.1.131,10.20.5.187,ICMP,445,37153,340,Allowed,DNS Query
