Timestamp,User,Action,Account_Status,Privilege,MFA,Risk
2026-07-03 05:33:00,EMP_011,MFA Challenge,Active,Power User,Disabled,Low
2026-07-03 15:46:00,EMP_045,MFA Challenge,Active,Power User,Enabled,Low
2026-07-03 10:11:00,EMP_012,Database Access,Active,Administrator,Disabled,Low
2026-07-03 18:45:00,EMP_045,Password Change,Active,Administrator,Disabled,Low
2026-07-03 09:43:00,EMP_028,Login,Active,Administrator,Enabled,Low
2026-07-03 07:59:00,EMP_014,MFA Challenge,Active,User,Disabled,Low
2026-07-03 05:51:00,EMP_017,VPN Login,Active,Administrator,Disabled,Low
2026-07-03 09:01:00,EMP_001,Password Change,Active,User,Enabled,Low
2026-07-03 08:25:00,EMP_018,Database Access,Active,Administrator,Enabled,Low
2026-07-03 11:30:00,EMP_037,Database Access,Active,Power User,Enabled,Low
2026-07-03 14:07:00,EMP_022,Database Access,Active,Administrator,Disabled,Low
2026-07-03 17:28:00,EMP_015,MFA Challenge,Active,Administrator,Disabled,Low
2026-07-03 00:12:00,EMP_005,Database Access,Active,Power User,Disabled,Low
2026-07-03 01:19:00,EMP_042,MFA Challenge,Active,Power User,Disabled,Low
2026-07-03 16:41:00,EMP_050,Database Access,Active,Administrator,Disabled,Low
2026-07-03 21:01:00,EMP_037,MFA Challenge,Active,User,Enabled,Low
2026-07-03 01:43:00,EMP_030,Password Change,Active,Power User,Disabled,Low
2026-07-03 04:48:00,EMP_026,Password Change,Active,Administrator,Disabled,Low
2026-07-03 22:11:00,EMP_038,Password Change,Active,Power User,Enabled,Low
2026-07-03 21:14:00,EMP_020,VPN Login,Active,User,Disabled,Low
2026-07-03 23:40:00,EMP_022,Login,Active,User,Disabled,Low
2026-07-03 11:00:00,EMP_049,Login,Active,Administrator,Enabled,Low
2026-07-03 14:11:00,EMP_032,Login,Active,Power User,Disabled,Low
2026-07-03 14:13:00,EMP_039,MFA Challenge,Active,Administrator,Enabled,Low
2026-07-03 00:39:00,EMP_004,Password Change,Active,Power User,Enabled,Low
2026-07-03 04:16:00,EMP_050,Password Change,Active,Power User,Disabled,Low
2026-07-03 20:15:00,EMP_017,VPN Login,Active,Administrator,Disabled,Low
2026-07-03 10:30:00,BACKUP_ADMIN,MFA Challenge,Active,User,Disabled,Low
2026-07-03 10:56:00,EMP_028,MFA Challenge,Active,Administrator,Disabled,Low
2026-07-03 11:35:00,EMP_019,VPN Login,Active,User,Enabled,Low
2026-07-03 10:54:00,EMP_005,Database Access,Active,Administrator,Enabled,Low
2026-07-03 10:51:00,EMP_024,VPN Login,Active,User,Enabled,Low
2026-07-03 20:09:00,EMP_031,Login,Active,Power User,Disabled,Low
2026-07-03 19:23:00,EMP_040,VPN Login,Active,Administrator,Disabled,Low
2026-07-03 22:09:00,EMP_029,MFA Challenge,Active,User,Disabled,Low
2026-07-03 06:30:00,EMP_007,Password Change,Active,Power User,Enabled,Low
2026-07-03 23:42:00,EMP_027,MFA Challenge,Active,Power User,Enabled,Low
2026-07-03 18:25:00,EMP_035,Password Change,Active,Administrator,Enabled,Low
2026-07-03 05:53:00,EMP_033,Login,Active,Power User,Enabled,Low
2026-07-03 17:38:00,EMP_028,MFA Challenge,Active,Administrator,Disabled,Low
2026-07-03 18:12:00,EMP_035,Password Change,Active,Power User,Disabled,Low
2026-07-03 13:54:00,EMP_014,VPN Login,Active,User,Enabled,Low
2026-07-03 07:13:00,EMP_021,Login,Active,Power User,Enabled,Low
2026-07-03 21:36:00,EMP_005,Password Change,Active,User,Enabled,Low
2026-07-03 15:20:00,EMP_001,VPN Login,Active,User,Enabled,Low
2026-07-03 20:44:00,EMP_016,Login,Active,User,Enabled,Low
2026-07-03 08:38:00,EMP_016,Password Change,Active,Administrator,Disabled,Low
2026-07-03 23:43:00,EMP_034,Database Access,Active,Power User,Enabled,Low
2026-07-03 23:52:00,EMP_012,Password Change,Active,Administrator,Enabled,Low
2026-07-03 10:49:00,EMP_017,Password Change,Active,Administrator,Enabled,Low
2026-07-03 14:06:00,EMP_015,MFA Challenge,Active,Power User,Enabled,Low
2026-07-03 21:58:00,EMP_043,Login,Active,Power User,Disabled,Low
2026-07-03 12:44:00,EMP_022,Password Change,Active,Administrator,Disabled,Low
2026-07-03 21:17:00,EMP_041,Database Access,Active,Administrator,Disabled,Low
2026-07-03 19:41:00,EMP_039,Password Change,Active,User,Disabled,Low
2026-07-03 14:29:00,NETWORK_ADMIN,MFA Challenge,Active,Administrator,Enabled,Low
2026-07-03 03:11:00,SERVICE_SQL,VPN Login,Active,Administrator,Enabled,Low
2026-07-03 18:15:00,SOC_ANALYST,Login,Active,Administrator,Disabled,Low
2026-07-03 11:04:00,EMP_025,MFA Challenge,Active,User,Enabled,Low
2026-07-03 13:58:00,EMP_005,VPN Login,Active,Administrator,Enabled,Low
2026-07-03 05:22:00,EMP_048,Password Change,Active,Administrator,Disabled,Low
2026-07-03 15:57:00,EMP_013,Password Change,Active,Power User,Disabled,Low
2026-07-03 07:59:00,EMP_019,VPN Login,Active,Power User,Disabled,Low
2026-07-03 06:22:00,EMP_007,Password Change,Active,Power User,Enabled,Low
2026-07-03 14:17:00,EMP_026,MFA Challenge,Active,Administrator,Disabled,Low
2026-07-03 12:34:00,EMP_017,VPN Login,Active,User,Disabled,Low
2026-07-03 23:13:00,EMP_020,Database Access,Active,User,Enabled,Low
2026-07-03 13:33:00,EMP_013,VPN Login,Active,User,Disabled,Low
2026-07-03 03:38:00,EMP_002,MFA Challenge,Active,Administrator,Enabled,Low
2026-07-03 13:34:00,EMP_025,VPN Login,Active,Power User,Enabled,Low
2026-07-03 20:14:00,EMP_044,VPN Login,Active,Administrator,Enabled,Low
2026-07-03 20:09:00,EMP_047,Login,Active,User,Disabled,Low
2026-07-03 16:51:00,EMP_043,Login,Active,Power User,Enabled,Low
2026-07-03 01:34:00,EMP_039,Password Change,Active,User,Enabled,Low
2026-07-03 06:28:00,SOC_ANALYST,VPN Login,Active,Power User,Enabled,Low
2026-07-03 06:56:00,EMP_022,MFA Challenge,Active,Power User,Enabled,Low
2026-07-03 08:40:00,EMP_044,VPN Login,Active,Power User,Disabled,Low
2026-07-03 16:54:00,EMP_036,Password Change,Active,Administrator,Enabled,Low
2026-07-03 15:43:00,EMP_038,VPN Login,Active,Power User,Enabled,Low
2026-07-03 06:55:00,EMP_036,Database Access,Active,User,Disabled,Low
2026-07-03 09:13:00,EMP_041,Password Change,Active,Administrator,Disabled,Low
2026-07-03 15:48:00,EMP_033,Login,Active,Administrator,Enabled,Low
2026-07-03 20:48:00,EMP_002,Password Change,Active,Administrator,Disabled,Low
2026-07-03 04:18:00,EMP_008,MFA Challenge,Active,Administrator,Enabled,Low
2026-07-03 09:34:00,EMP_040,Database Access,Active,Power User,Enabled,Low
2026-07-03 17:03:00,BACKUP_ADMIN,Password Change,Active,User,Disabled,Low
2026-07-03 23:27:00,EMP_015,VPN Login,Active,Administrator,Enabled,Low
2026-07-03 08:35:00,EMP_040,Database Access,Active,Power User,Enabled,Low
2026-07-03 06:46:00,EMP_023,Password Change,Active,Administrator,Disabled,Low
2026-07-03 18:57:00,EMP_044,VPN Login,Active,Administrator,Enabled,Low
2026-07-03 20:06:00,EMP_047,MFA Challenge,Active,Administrator,Disabled,Low
2026-07-03 16:55:00,EMP_047,Database Access,Active,User,Enabled,Low
2026-07-03 09:46:00,EMP_049,Database Access,Active,User,Disabled,Low
2026-07-03 16:33:00,EMP_004,Login,Active,Power User,Disabled,Low
2026-07-03 06:01:00,EMP_039,MFA Challenge,Active,Administrator,Enabled,Low
2026-07-03 05:46:00,EMP_047,Password Change,Active,User,Disabled,Low
2026-07-03 04:46:00,EMP_021,VPN Login,Active,User,Disabled,Low
2026-07-03 02:32:00,EMP_007,MFA Challenge,Active,Power User,Disabled,Low
2026-07-03 02:33:00,EMP_039,Database Access,Active,Administrator,Disabled,Low
2026-07-03 04:13:00,EMP_037,MFA Challenge,Active,Power User,Enabled,Low
2026-07-03 17:16:00,EMP_050,Database Access,Active,User,Disabled,Low
2026-07-03 09:52:00,EMP_003,Database Access,Active,Administrator,Disabled,Low
2026-07-03 04:22:00,EMP_038,MFA Challenge,Active,Power User,Enabled,Low
2026-07-03 13:15:00,EMP_049,Login,Active,Power User,Enabled,Low
2026-07-03 09:56:00,EMP_003,VPN Login,Active,Power User,Enabled,Low
2026-07-03 22:23:00,EMP_033,MFA Challenge,Active,Administrator,Enabled,Low
2026-07-03 21:45:00,EMP_020,MFA Challenge,Active,Power User,Disabled,Low
2026-07-03 04:32:00,EMP_047,VPN Login,Active,User,Disabled,Low
2026-07-03 16:23:00,BACKUP_ADMIN,MFA Challenge,Active,Power User,Enabled,Low
2026-07-03 18:12:00,EMP_016,Login,Active,Power User,Disabled,Low
2026-07-03 22:39:00,EMP_023,Database Access,Active,User,Enabled,Low
2026-07-03 16:38:00,EMP_042,VPN Login,Active,Power User,Enabled,Low
2026-07-03 14:33:00,EMP_029,Login,Active,Power User,Disabled,Low
2026-07-03 05:13:00,EMP_033,Password Change,Active,User,Disabled,Low
2026-07-03 09:33:00,EMP_002,Password Change,Active,Power User,Enabled,Low
2026-07-03 09:08:00,EMP_041,MFA Challenge,Active,User,Disabled,Low
2026-07-03 18:17:00,EMP_005,Login,Active,Power User,Disabled,Low
2026-07-03 09:31:00,EMP_017,MFA Challenge,Active,Power User,Enabled,Low
2026-07-03 07:52:00,EMP_039,Database Access,Active,Administrator,Disabled,Low
2026-07-03 13:58:00,EMP_050,Database Access,Active,Administrator,Disabled,Low
2026-07-03 01:24:00,BACKUP_ADMIN,Login,Active,Power User,Enabled,Low
2026-07-03 08:44:00,EMP_013,Login,Active,User,Disabled,Low
2026-07-03 18:41:00,EMP_008,Password Change,Active,Power User,Disabled,Low
2026-07-03 22:37:00,EMP_023,VPN Login,Active,Administrator,Enabled,Low
2026-07-03 15:25:00,BACKUP_ADMIN,Database Access,Active,Administrator,Enabled,Low
2026-07-03 14:43:00,EMP_004,Password Change,Active,Administrator,Disabled,Low
2026-07-03 09:48:00,EMP_030,VPN Login,Active,Power User,Disabled,Low
2026-07-03 01:43:00,EMP_041,Database Access,Active,User,Enabled,Low
2026-07-03 04:23:00,EMP_023,VPN Login,Active,User,Enabled,Low
2026-07-03 06:42:00,EMP_013,Database Access,Active,User,Enabled,Low
2026-07-03 05:49:00,EMP_027,Password Change,Active,Administrator,Enabled,Low
2026-07-03 16:28:00,EMP_025,Database Access,Active,User,Disabled,Low
2026-07-03 08:42:00,EMP_041,VPN Login,Active,User,Enabled,Low
2026-07-03 08:07:00,EMP_014,Login,Active,Administrator,Enabled,Low
2026-07-03 03:15:00,EMP_050,VPN Login,Active,Power User,Disabled,Low
2026-07-03 12:48:00,EMP_038,MFA Challenge,Active,Power User,Disabled,Low
2026-07-03 13:55:00,EMP_043,Database Access,Active,Administrator,Disabled,Low
2026-07-03 19:47:00,SERVICE_SQL,Login,Active,Administrator,Enabled,Low
2026-07-03 05:13:00,SOC_ANALYST,Database Access,Active,User,Enabled,Low
2026-07-03 12:53:00,EMP_024,Password Change,Active,User,Disabled,Low
2026-07-03 22:37:00,EMP_019,Password Change,Active,Administrator,Enabled,Low
2026-07-03 11:35:00,EMP_012,MFA Challenge,Active,Power User,Disabled,Low
2026-07-03 12:07:00,EMP_050,Login,Active,User,Enabled,Low
2026-07-03 23:15:00,EMP_001,MFA Challenge,Active,Power User,Disabled,Low
2026-07-03 07:09:00,EMP_032,Password Change,Active,Administrator,Disabled,Low
2026-07-03 10:55:00,EMP_009,Login,Active,Administrator,Enabled,Low
2026-07-03 22:27:00,NETWORK_ADMIN,MFA Challenge,Active,Administrator,Disabled,Low
2026-07-03 03:59:00,EMP_025,Password Change,Active,User,Enabled,Low
2026-07-03 22:01:00,EMP_041,Login,Active,Administrator,Disabled,Low
2026-07-03 14:15:00,EMP_030,Password Change,Active,User,Enabled,Low
2026-07-03 00:40:00,EMP_047,Database Access,Active,Administrator,Disabled,Low
2026-07-03 22:08:00,EMP_003,MFA Challenge,Active,Administrator,Disabled,Low
2026-07-03 16:52:00,EMP_040,VPN Login,Active,Power User,Disabled,Low
2026-07-03 16:44:00,EMP_044,Login,Active,Administrator,Disabled,Low
2026-07-03 07:43:00,EMP_008,Login,Active,Power User,Enabled,Low
2026-07-03 22:39:00,EMP_036,Password Change,Active,User,Disabled,Low
2026-07-03 19:17:00,EMP_025,MFA Challenge,Active,Power User,Disabled,Low
2026-07-03 21:20:00,EMP_025,Database Access,Active,Administrator,Disabled,Low
2026-07-03 04:32:00,EMP_003,Password Change,Active,Administrator,Disabled,Low
2026-07-03 11:55:00,EMP_045,Password Change,Active,Power User,Enabled,Low
2026-07-03 04:56:00,EMP_043,Login,Active,Administrator,Disabled,Low
2026-07-03 18:30:00,EMP_021,VPN Login,Active,User,Disabled,Low
2026-07-03 10:01:00,EMP_021,Password Change,Active,Administrator,Disabled,Low
2026-07-03 17:45:00,EMP_023,VPN Login,Active,Power User,Disabled,Low
2026-07-03 17:13:00,EMP_025,VPN Login,Active,Administrator,Disabled,Low
2026-07-03 19:22:00,EMP_019,VPN Login,Active,Power User,Disabled,Low
2026-07-03 15:36:00,EMP_046,VPN Login,Active,Administrator,Disabled,Low
2026-07-03 23:38:00,EMP_022,MFA Challenge,Active,User,Disabled,Low
2026-07-03 19:42:00,EMP_005,VPN Login,Active,User,Enabled,Low
2026-07-03 10:16:00,EMP_011,Password Change,Active,Administrator,Disabled,Low
2026-07-03 12:08:00,EMP_016,Login,Active,User,Disabled,Low
2026-07-03 09:24:00,EMP_019,MFA Challenge,Active,Power User,Enabled,Low
2026-07-03 04:07:00,EMP_019,VPN Login,Active,Power User,Disabled,Low
2026-07-03 20:33:00,EMP_003,VPN Login,Active,Power User,Disabled,Low
2026-07-03 01:32:00,EMP_013,Password Change,Active,Power User,Enabled,Low
2026-07-03 12:07:00,EMP_013,MFA Challenge,Active,Power User,Disabled,Low
2026-07-03 19:40:00,EMP_008,Database Access,Active,User,Enabled,Low
2026-07-03 02:45:00,EMP_044,Database Access,Active,Power User,Enabled,Low
2026-07-03 06:04:00,EMP_010,MFA Challenge,Active,Administrator,Enabled,Low
2026-07-03 17:24:00,EMP_007,Password Change,Active,Power User,Enabled,Low
2026-07-03 06:46:00,EMP_018,VPN Login,Active,User,Enabled,Low
2026-07-03 14:05:00,EMP_050,Database Access,Active,Administrator,Enabled,Low
2026-07-03 07:49:00,EMP_017,VPN Login,Active,User,Disabled,Low
2026-07-03 19:47:00,EMP_029,Login,Active,Administrator,Enabled,Low
2026-07-03 01:10:00,EMP_007,Login,Active,User,Disabled,Low
2026-07-03 22:01:00,EMP_046,MFA Challenge,Active,Power User,Disabled,Low
2026-07-03 15:38:00,EMP_032,MFA Challenge,Active,Power User,Enabled,Low
2026-07-03 20:30:00,EMP_049,VPN Login,Active,Administrator,Enabled,Low
2026-07-03 18:44:00,EMP_025,Database Access,Active,Administrator,Disabled,Low
2026-07-03 18:55:00,EMP_042,VPN Login,Active,User,Enabled,Low
2026-07-03 09:58:00,EMP_022,VPN Login,Active,User,Enabled,Low
2026-07-03 20:34:00,EMP_049,Password Change,Active,User,Disabled,Low
2026-07-03 22:51:00,EMP_034,MFA Challenge,Active,Power User,Disabled,Low
2026-07-03 13:28:00,SOC_ANALYST,Login,Active,Power User,Enabled,Low
2026-07-03 10:06:00,EMP_029,Database Access,Active,Administrator,Disabled,Low
2026-07-03 10:07:00,EMP_044,VPN Login,Active,Administrator,Enabled,Low
2026-07-03 08:10:00,EMP_016,VPN Login,Active,Administrator,Enabled,Low
2026-07-03 11:52:00,EMP_033,Login,Active,User,Enabled,Low
2026-07-03 01:57:00,SOC_ANALYST,Database Access,Active,Administrator,Enabled,Low
2026-07-03 16:05:00,EMP_018,Database Access,Active,User,Disabled,Low
2026-07-03 18:05:00,EMP_008,MFA Challenge,Active,User,Enabled,Low
2026-07-03 18:34:00,EMP_031,Password Change,Active,User,Disabled,Low
2026-07-03 14:20:00,EMP_004,Password Change,Active,User,Enabled,Low
2026-07-03 07:31:00,SERVICE_SQL,Database Access,Active,Administrator,Disabled,Low
2026-07-03 16:41:00,EMP_008,Login,Active,Power User,Enabled,Low
2026-07-03 13:57:00,NETWORK_ADMIN,Password Change,Active,Administrator,Disabled,Low
2026-07-03 05:18:00,EMP_037,Database Access,Active,User,Enabled,Low
2026-07-03 00:17:00,EMP_007,Database Access,Active,Administrator,Enabled,Low
2026-07-03 18:09:00,EMP_029,Database Access,Active,User,Enabled,Low
2026-07-03 22:51:00,EMP_002,VPN Login,Active,Power User,Enabled,Low
2026-07-03 01:04:00,EMP_045,Database Access,Active,User,Enabled,Low
2026-07-03 04:23:00,EMP_024,MFA Challenge,Active,Power User,Enabled,Low
2026-07-03 16:09:00,EMP_042,VPN Login,Active,Administrator,Disabled,Low
2026-07-03 15:29:00,EMP_036,Database Access,Active,User,Enabled,Low
2026-07-03 13:14:00,EMP_018,VPN Login,Active,Administrator,Disabled,Low
2026-07-03 01:08:00,EMP_045,Database Access,Active,Administrator,Disabled,Low
2026-07-03 17:13:00,EMP_037,Login,Active,Administrator,Enabled,Low
2026-07-03 14:12:00,EMP_043,MFA Challenge,Active,Administrator,Enabled,Low
2026-07-03 22:28:00,EMP_001,MFA Challenge,Active,Power User,Enabled,Low
2026-07-03 10:09:00,EMP_002,VPN Login,Active,Power User,Disabled,Low
2026-07-03 10:00:00,EMP_030,Database Access,Active,Administrator,Enabled,Low
2026-07-03 06:54:00,EMP_041,Password Change,Active,Power User,Disabled,Low
2026-07-03 15:07:00,EMP_046,Password Change,Active,Power User,Enabled,Low
2026-07-03 15:26:00,EMP_012,Database Access,Active,Power User,Disabled,Low
2026-07-03 04:07:00,EMP_028,Password Change,Active,User,Enabled,Low
2026-07-03 05:28:00,EMP_014,Login,Active,Administrator,Disabled,Low
2026-07-03 14:01:00,EMP_020,VPN Login,Active,Administrator,Disabled,Low
2026-07-03 01:37:00,EMP_004,Password Change,Active,Administrator,Enabled,Low
2026-07-03 06:34:00,EMP_014,Database Access,Active,Power User,Disabled,Low
2026-07-03 21:11:00,EMP_050,Login,Active,Power User,Disabled,Low
2026-07-03 10:58:00,EMP_011,VPN Login,Active,Administrator,Disabled,Low
2026-07-03 06:25:00,SERVICE_SQL,VPN Login,Active,User,Enabled,Low
2026-07-03 12:45:00,EMP_013,MFA Challenge,Active,User,Disabled,Low
2026-07-03 07:19:00,EMP_045,Login,Active,Power User,Enabled,Low
2026-07-03 02:25:00,EMP_017,Database Access,Active,User,Enabled,Low
2026-07-03 10:09:00,EMP_010,Login,Active,User,Disabled,Low
2026-07-03 11:33:00,EMP_002,VPN Login,Active,Administrator,Enabled,Low
2026-07-03 20:03:00,EMP_005,Login,Active,User,Disabled,Low
2026-07-03 17:18:00,EMP_001,Login,Active,Administrator,Enabled,Low
2026-07-03 05:02:00,EMP_025,VPN Login,Active,User,Enabled,Low
2026-07-03 13:39:00,EMP_006,VPN Login,Active,Administrator,Disabled,Low
2026-07-03 17:39:00,EMP_016,Password Change,Active,User,Disabled,Low
2026-07-03 21:20:00,EMP_048,Password Change,Active,User,Disabled,Low
2026-07-03 10:59:00,EMP_024,Password Change,Active,Administrator,Disabled,Low
2026-07-03 11:21:00,EMP_004,MFA Challenge,Active,Power User,Enabled,Low
2026-07-03 16:52:00,EMP_019,Password Change,Active,Power User,Enabled,Low
2026-07-03 15:45:00,EMP_005,VPN Login,Active,User,Enabled,Low
2026-07-03 21:38:00,SOC_ANALYST,VPN Login,Active,Power User,Enabled,Low
2026-07-03 03:42:00,EMP_008,MFA Challenge,Active,Administrator,Enabled,Low
2026-07-03 01:19:00,EMP_016,Database Access,Active,Administrator,Enabled,Low
2026-07-03 07:27:00,EMP_010,MFA Challenge,Active,Administrator,Enabled,Low
2026-07-03 12:20:00,EMP_014,VPN Login,Active,User,Enabled,Low
2026-07-03 14:03:00,EMP_021,MFA Challenge,Active,User,Disabled,Low
2026-07-03 19:32:00,EMP_022,Login,Active,Administrator,Disabled,Low
2026-07-03 20:21:00,EMP_015,MFA Challenge,Active,User,Enabled,Low
2026-07-03 15:50:00,EMP_014,VPN Login,Active,User,Disabled,Low
2026-07-03 06:58:00,EMP_017,VPN Login,Active,Power User,Enabled,Low
2026-07-03 15:56:00,EMP_015,Password Change,Active,User,Enabled,Low
2026-07-03 03:28:00,EMP_049,Password Change,Active,Administrator,Disabled,Low
2026-07-03 22:11:00,EMP_016,MFA Challenge,Active,Administrator,Disabled,Low
2026-07-03 17:17:00,EMP_050,VPN Login,Active,Power User,Enabled,Low
2026-07-03 05:47:00,EMP_002,MFA Challenge,Active,User,Disabled,Low
2026-07-03 20:44:00,EMP_012,Login,Active,User,Disabled,Low
2026-07-03 17:50:00,EMP_044,Password Change,Active,Administrator,Disabled,Low
2026-07-03 10:03:00,EMP_002,Login,Active,Administrator,Disabled,Low
2026-07-03 12:17:00,EMP_048,MFA Challenge,Active,Power User,Disabled,Low
2026-07-03 13:46:00,EMP_016,Login,Active,User,Enabled,Low
2026-07-03 22:43:00,EMP_016,VPN Login,Active,User,Enabled,Low
2026-07-03 07:32:00,EMP_045,Login,Active,User,Enabled,Low
2026-07-03 05:56:00,EMP_049,Database Access,Active,Power User,Enabled,Low
2026-07-03 10:28:00,EMP_032,Password Change,Active,Power User,Disabled,Low
2026-07-03 06:01:00,EMP_014,Password Change,Active,Administrator,Enabled,Low
2026-07-03 06:31:00,EMP_025,Database Access,Active,Administrator,Disabled,Low
2026-07-03 05:31:00,EMP_009,Password Change,Active,Power User,Enabled,Low
2026-07-03 16:09:00,EMP_026,Password Change,Active,Administrator,Disabled,Low
2026-07-03 13:01:00,EMP_034,MFA Challenge,Active,Administrator,Disabled,Low
2026-07-03 21:25:00,EMP_031,Password Change,Active,Power User,Enabled,Low
2026-07-03 21:08:00,EMP_041,Database Access,Active,Administrator,Enabled,Low
2026-07-03 13:03:00,EMP_047,VPN Login,Active,Administrator,Enabled,Low
2026-07-03 17:45:00,EMP_018,Login,Active,Administrator,Enabled,Low
2026-07-03 02:43:00,EMP_008,Login,Active,Administrator,Enabled,Low
2026-07-03 21:24:00,EMP_007,Database Access,Active,Administrator,Disabled,Low
2026-07-03 17:19:00,EMP_001,MFA Challenge,Active,User,Enabled,Low
2026-07-03 16:07:00,EMP_015,MFA Challenge,Active,User,Enabled,Low
2026-07-03 02:58:00,EMP_035,VPN Login,Active,User,Enabled,Low
2026-07-03 12:42:00,EMP_010,MFA Challenge,Active,User,Enabled,Low
2026-07-03 03:36:00,EMP_034,Login,Active,Administrator,Disabled,Low
2026-07-03 14:07:00,SERVICE_SQL,Password Change,Active,Administrator,Disabled,Low
2026-07-03 08:02:00,EMP_027,Login,Active,User,Disabled,Low
2026-07-03 05:58:00,EMP_034,VPN Login,Active,User,Disabled,Low
2026-07-03 05:18:00,EMP_040,Login,Active,User,Enabled,Low
2026-07-03 00:17:00,EMP_011,Password Change,Active,Power User,Enabled,Low
2026-07-03 01:49:00,EMP_022,VPN Login,Active,Power User,Enabled,Low
2026-07-03 17:45:00,EMP_009,Login,Active,User,Enabled,Low
2026-07-03 19:02:00,BACKUP_ADMIN,MFA Challenge,Active,User,Disabled,Low
2026-07-03 15:13:00,EMP_012,Password Change,Active,Administrator,Disabled,Low
2026-07-03 06:47:00,EMP_030,MFA Challenge,Active,Power User,Enabled,Low
2026-07-03 03:37:00,EMP_016,VPN Login,Active,Administrator,Disabled,Low
2026-07-03 03:29:00,EMP_028,Password Change,Active,Power User,Enabled,Low
2026-07-03 15:26:00,SERVICE_SQL,MFA Challenge,Active,Power User,Disabled,Low
2026-07-03 08:22:00,EMP_013,VPN Login,Active,Power User,Enabled,Low
2026-07-03 04:37:00,EMP_005,Database Access,Active,User,Enabled,Low
2026-07-03 08:39:00,EMP_046,MFA Challenge,Active,Administrator,Enabled,Low
2026-07-03 08:06:00,EMP_040,Database Access,Active,Administrator,Disabled,Low
2026-07-03 10:15:00,EMP_034,MFA Challenge,Active,Power User,Enabled,Low
2026-07-03 21:27:00,EMP_035,VPN Login,Active,User,Enabled,Low
2026-07-03 22:49:00,EMP_036,VPN Login,Active,Administrator,Disabled,Low
2026-07-03 10:17:00,EMP_004,VPN Login,Active,Administrator,Enabled,Low
2026-07-03 17:45:00,EMP_032,Password Change,Active,User,Disabled,Low
2026-07-03 13:09:00,EMP_012,Password Change,Active,Administrator,Disabled,Low
2026-07-03 10:35:00,EMP_035,Login,Active,Power User,Disabled,Low
2026-07-03 21:34:00,EMP_001,MFA Challenge,Active,Administrator,Enabled,Low
2026-07-03 17:24:00,EMP_036,Password Change,Active,Administrator,Disabled,Low
2026-07-03 02:37:00,EMP_048,Login,Active,Administrator,Enabled,Low
2026-07-03 13:20:00,EMP_049,Password Change,Active,Power User,Enabled,Low
2026-07-03 09:15:00,EMP_015,MFA Challenge,Active,User,Enabled,Low
2026-07-03 21:14:00,EMP_017,Login,Active,Power User,Enabled,Low
2026-07-03 15:04:00,SERVICE_SQL,Login,Active,Power User,Enabled,Low
2026-07-03 19:06:00,EMP_043,Database Access,Active,User,Disabled,Low
2026-07-03 23:35:00,EMP_032,MFA Challenge,Active,User,Disabled,Low
2026-07-03 01:56:00,EMP_044,Database Access,Active,Administrator,Enabled,Low
2026-07-03 04:56:00,EMP_003,Password Change,Active,Administrator,Disabled,Low
2026-07-03 21:38:00,EMP_005,MFA Challenge,Active,User,Disabled,Low
2026-07-03 02:17:00,EMP_014,Database Access,Active,Power User,Disabled,Low
2026-07-03 07:25:00,NETWORK_ADMIN,VPN Login,Active,User,Disabled,Low
2026-07-03 06:22:00,EMP_021,VPN Login,Active,Administrator,Enabled,Low
2026-07-03 21:03:00,EMP_049,MFA Challenge,Active,Power User,Enabled,Low
2026-07-03 01:41:00,EMP_042,MFA Challenge,Active,User,Disabled,Low
2026-07-03 23:45:00,EMP_026,Database Access,Active,User,Disabled,Low
2026-07-03 08:45:00,EMP_020,MFA Challenge,Active,User,Disabled,Low
2026-07-03 20:14:00,EMP_014,Password Change,Active,Power User,Enabled,Low
2026-07-03 23:11:00,EMP_006,MFA Challenge,Active,Power User,Disabled,Low
2026-07-03 05:25:00,EMP_007,Login,Active,Administrator,Enabled,Low
2026-07-03 15:17:00,EMP_019,MFA Challenge,Active,Administrator,Disabled,Low
2026-07-03 21:22:00,EMP_012,Password Change,Active,User,Disabled,Low
2026-07-03 15:21:00,EMP_023,Database Access,Active,Administrator,Disabled,Low
2026-07-03 05:25:00,EMP_010,MFA Challenge,Active,User,Disabled,Low
2026-07-03 17:23:00,EMP_011,MFA Challenge,Active,Administrator,Disabled,Low
2026-07-03 07:08:00,EMP_034,Login,Active,Administrator,Enabled,Low
2026-07-03 07:25:00,EMP_016,Database Access,Active,Administrator,Enabled,Low
2026-07-03 20:45:00,EMP_037,VPN Login,Active,Administrator,Enabled,Low
2026-07-03 16:29:00,EMP_015,Database Access,Active,User,Enabled,Low
2026-07-03 15:44:00,EMP_042,VPN Login,Active,Administrator,Enabled,Low
2026-07-03 18:14:00,EMP_015,VPN Login,Active,Power User,Enabled,Low
2026-07-03 09:49:00,EMP_050,MFA Challenge,Active,Power User,Disabled,Low
2026-07-03 17:30:00,EMP_010,VPN Login,Active,Power User,Enabled,Low
2026-07-03 07:27:00,EMP_017,Login,Active,Power User,Enabled,Low
2026-07-03 04:42:00,EMP_043,Login,Active,Administrator,Enabled,Low
2026-07-03 09:23:00,EMP_036,MFA Challenge,Active,Administrator,Disabled,Low
2026-07-03 19:25:00,EMP_047,Database Access,Active,Power User,Enabled,Low
2026-07-03 21:10:00,NETWORK_ADMIN,Database Access,Active,Power User,Disabled,Low
2026-07-03 15:14:00,EMP_014,Password Change,Active,Administrator,Disabled,Low
