Timestamp,Building,Camera,Zone,Event,Confidence,Person
2026-07-03 01:39:00,Building_A,CAM-11,Emergency Exit,Door Open,93,EMP_015
2026-07-03 06:36:00,Building_C,CAM-07,Reception,Door Open,100,EMP_031
2026-07-03 07:48:00,Building_B,CAM-05,SOC,Door Open,97,EMP_013
2026-07-03 01:07:00,Building_A,CAM-05,Finance Office,Employee Walking,85,EMP_017
2026-07-03 21:53:00,Building_B,CAM-04,Emergency Exit,Employee Walking,90,EMP_041
2026-07-03 00:16:00,Building_A,CAM-15,Main Entrance,Employee Walking,87,EMP_016
2026-07-03 06:26:00,Building_A,CAM-11,Main Entrance,Door Open,98,SOC_ANALYST
2026-07-03 12:47:00,Building_B,CAM-10,HR Office,Employee Walking,95,EMP_025
2026-07-03 09:51:00,Building_C,CAM-15,HR Office,Employee Walking,88,EMP_013
2026-07-03 09:33:00,Building_A,CAM-10,Server Room,Door Open,80,EMP_039
2026-07-03 09:03:00,Building_B,CAM-01,Server Room,Employee Walking,90,EMP_024
2026-07-03 08:42:00,Building_A,CAM-01,SOC,Person Entering,84,EMP_027
2026-07-03 12:38:00,Building_A,CAM-14,Main Entrance,Person Entering,81,EMP_041
2026-07-03 18:06:00,Building_C,CAM-08,Emergency Exit,Person Entering,93,BACKUP_ADMIN
2026-07-03 03:06:00,Building_B,CAM-12,Server Room,Employee Walking,90,EMP_001
2026-07-03 06:08:00,Building_B,CAM-06,Emergency Exit,Door Open,88,EMP_038
2026-07-03 07:41:00,Building_A,CAM-02,Finance Office,Employee Walking,83,EMP_030
2026-07-03 07:49:00,Building_B,CAM-01,Finance Office,Person Entering,99,NETWORK_ADMIN
2026-07-03 20:36:00,Building_B,CAM-07,Finance Office,Door Open,91,EMP_046
2026-07-03 14:43:00,Building_C,CAM-08,Finance Office,Person Entering,96,EMP_018
2026-07-03 01:18:00,Building_C,CAM-02,HR Office,Employee Walking,85,EMP_013
2026-07-03 08:13:00,Building_A,CAM-07,Finance Office,Employee Walking,86,EMP_003
2026-07-03 23:55:00,Building_A,CAM-14,Loading Dock,Door Open,96,EMP_050
2026-07-03 14:04:00,Building_B,CAM-01,SOC,Door Open,80,EMP_025
2026-07-03 10:56:00,Building_B,CAM-03,Reception,Employee Walking,92,EMP_010
2026-07-03 01:27:00,Building_C,CAM-06,SOC,Employee Walking,95,EMP_027
2026-07-03 00:23:00,Building_A,CAM-01,Loading Dock,Employee Walking,89,EMP_008
2026-07-03 22:58:00,Building_A,CAM-15,HR Office,Person Entering,85,EMP_041
2026-07-03 01:04:00,Building_C,CAM-13,Main Entrance,Person Entering,85,EMP_025
2026-07-03 04:58:00,Building_A,CAM-10,Reception,Door Open,95,EMP_043
2026-07-03 08:47:00,Building_C,CAM-07,Loading Dock,Person Entering,90,SERVICE_SQL
2026-07-03 16:07:00,Building_C,CAM-15,HR Office,Person Entering,99,EMP_001
2026-07-03 00:11:00,Building_B,CAM-11,Reception,Person Entering,84,NETWORK_ADMIN
2026-07-03 18:45:00,Building_C,CAM-13,Server Room,Door Open,84,EMP_014
2026-07-03 00:48:00,Building_B,CAM-10,SOC,Person Entering,82,EMP_015
2026-07-03 17:55:00,Building_C,CAM-04,Emergency Exit,Employee Walking,90,EMP_048
2026-07-03 12:55:00,Building_C,CAM-09,HR Office,Employee Walking,100,EMP_026
2026-07-03 07:26:00,Building_B,CAM-02,Server Room,Employee Walking,80,NETWORK_ADMIN
2026-07-03 23:41:00,Building_A,CAM-10,SOC,Door Open,84,EMP_025
2026-07-03 16:43:00,Building_C,CAM-05,Emergency Exit,Person Entering,96,EMP_019
2026-07-03 10:00:00,Building_B,CAM-01,Emergency Exit,Person Entering,95,EMP_016
2026-07-03 23:55:00,Building_B,CAM-02,SOC,Employee Walking,81,EMP_021
2026-07-03 02:14:00,Building_C,CAM-02,Reception,Door Open,90,EMP_043
2026-07-03 02:17:00,Building_B,CAM-09,Server Room,Employee Walking,86,EMP_035
2026-07-03 15:29:00,Building_C,CAM-11,SOC,Employee Walking,84,EMP_024
2026-07-03 08:23:00,Building_B,CAM-13,SOC,Person Entering,93,EMP_013
2026-07-03 10:12:00,Building_A,CAM-06,Main Entrance,Door Open,80,EMP_009
2026-07-03 22:55:00,Building_A,CAM-13,Finance Office,Door Open,96,EMP_045
2026-07-03 01:53:00,Building_B,CAM-08,Main Entrance,Employee Walking,86,EMP_011
2026-07-03 19:37:00,Building_B,CAM-14,HR Office,Person Entering,89,EMP_004
2026-07-03 20:18:00,Building_A,CAM-07,Finance Office,Employee Walking,97,EMP_016
2026-07-03 18:30:00,Building_B,CAM-07,Server Room,Door Open,91,EMP_033
2026-07-03 16:47:00,Building_A,CAM-10,Reception,Employee Walking,89,EMP_047
2026-07-03 01:01:00,Building_C,CAM-12,SOC,Door Open,96,SOC_ANALYST
2026-07-03 10:36:00,Building_C,CAM-01,SOC,Person Entering,84,EMP_009
2026-07-03 09:44:00,Building_C,CAM-01,Server Room,Door Open,97,EMP_026
2026-07-03 03:24:00,Building_C,CAM-07,Emergency Exit,Door Open,97,EMP_026
2026-07-03 22:15:00,Building_A,CAM-06,Emergency Exit,Door Open,82,EMP_008
2026-07-03 12:40:00,Building_A,CAM-04,Main Entrance,Employee Walking,93,EMP_028
2026-07-03 06:17:00,Building_C,CAM-04,Emergency Exit,Employee Walking,89,EMP_028
2026-07-03 16:20:00,Building_B,CAM-05,SOC,Employee Walking,83,EMP_026
2026-07-03 06:43:00,Building_B,CAM-02,Loading Dock,Door Open,94,EMP_016
2026-07-03 13:17:00,Building_C,CAM-11,Server Room,Person Entering,85,EMP_032
2026-07-03 20:53:00,Building_A,CAM-11,Emergency Exit,Employee Walking,94,EMP_023
2026-07-03 19:55:00,Building_B,CAM-02,Emergency Exit,Employee Walking,80,EMP_034
2026-07-03 17:28:00,Building_C,CAM-07,Reception,Person Entering,99,EMP_031
2026-07-03 00:13:00,Building_B,CAM-05,Main Entrance,Person Entering,100,NETWORK_ADMIN
2026-07-03 12:21:00,Building_C,CAM-03,Reception,Door Open,95,EMP_035
2026-07-03 09:16:00,Building_A,CAM-10,HR Office,Person Entering,87,EMP_037
2026-07-03 02:41:00,Building_A,CAM-09,Emergency Exit,Person Entering,84,EMP_025
2026-07-03 14:28:00,Building_C,CAM-11,HR Office,Person Entering,82,EMP_027
2026-07-03 03:15:00,Building_C,CAM-14,SOC,Door Open,80,EMP_009
2026-07-03 20:08:00,Building_C,CAM-15,Finance Office,Door Open,86,EMP_014
2026-07-03 19:01:00,Building_C,CAM-07,Reception,Person Entering,86,EMP_020
2026-07-03 02:12:00,Building_A,CAM-14,SOC,Person Entering,92,EMP_015
2026-07-03 08:50:00,Building_C,CAM-06,Loading Dock,Person Entering,88,EMP_042
2026-07-03 10:47:00,Building_A,CAM-02,Server Room,Door Open,95,EMP_043
2026-07-03 05:02:00,Building_A,CAM-07,Finance Office,Employee Walking,100,EMP_022
2026-07-03 22:51:00,Building_C,CAM-01,Finance Office,Door Open,88,EMP_014
2026-07-03 16:25:00,Building_C,CAM-15,Emergency Exit,Door Open,91,BACKUP_ADMIN
2026-07-03 11:27:00,Building_B,CAM-14,Emergency Exit,Person Entering,91,EMP_015
2026-07-03 18:11:00,Building_A,CAM-15,Main Entrance,Employee Walking,98,EMP_025
2026-07-03 09:21:00,Building_C,CAM-09,Main Entrance,Employee Walking,96,EMP_039
2026-07-03 06:32:00,Building_C,CAM-03,Server Room,Person Entering,87,EMP_023
2026-07-03 12:03:00,Building_C,CAM-01,HR Office,Door Open,91,EMP_023
2026-07-03 19:57:00,Building_C,CAM-12,Reception,Employee Walking,100,EMP_048
2026-07-03 18:35:00,Building_A,CAM-03,Loading Dock,Door Open,88,EMP_015
2026-07-03 15:49:00,Building_C,CAM-01,Main Entrance,Door Open,97,EMP_034
2026-07-03 15:10:00,Building_A,CAM-15,Server Room,Person Entering,90,BACKUP_ADMIN
2026-07-03 03:24:00,Building_B,CAM-08,Loading Dock,Employee Walking,100,EMP_036
2026-07-03 00:22:00,Building_C,CAM-05,Finance Office,Employee Walking,95,EMP_031
2026-07-03 16:37:00,Building_C,CAM-11,Reception,Employee Walking,88,EMP_025
2026-07-03 09:10:00,Building_C,CAM-10,SOC,Door Open,81,EMP_032
2026-07-03 19:25:00,Building_A,CAM-12,Emergency Exit,Door Open,86,EMP_046
2026-07-03 12:19:00,Building_A,CAM-07,Main Entrance,Employee Walking,98,EMP_016
2026-07-03 03:24:00,Building_C,CAM-01,Finance Office,Employee Walking,84,EMP_045
2026-07-03 21:44:00,Building_B,CAM-12,Loading Dock,Person Entering,83,SERVICE_SQL
2026-07-03 00:38:00,Building_A,CAM-09,Reception,Door Open,100,EMP_001
2026-07-03 03:07:00,Building_A,CAM-13,Main Entrance,Employee Walking,87,EMP_032
2026-07-03 15:10:00,Building_B,CAM-15,SOC,Person Entering,80,EMP_044
2026-07-03 23:49:00,Building_C,CAM-11,HR Office,Door Open,100,EMP_031
2026-07-03 00:53:00,Building_A,CAM-09,Server Room,Person Entering,96,EMP_039
2026-07-03 14:11:00,Building_C,CAM-05,SOC,Door Open,91,EMP_039
2026-07-03 10:07:00,Building_A,CAM-03,Loading Dock,Employee Walking,81,EMP_031
2026-07-03 10:41:00,Building_C,CAM-01,Emergency Exit,Person Entering,99,EMP_040
2026-07-03 00:41:00,Building_C,CAM-01,Main Entrance,Door Open,96,EMP_030
2026-07-03 19:48:00,Building_B,CAM-10,Reception,Person Entering,82,EMP_039
2026-07-03 06:34:00,Building_B,CAM-11,SOC,Employee Walking,93,SERVICE_SQL
2026-07-03 11:18:00,Building_A,CAM-13,SOC,Employee Walking,81,EMP_048
2026-07-03 07:00:00,Building_B,CAM-03,Main Entrance,Person Entering,81,EMP_001
2026-07-03 03:47:00,Building_A,CAM-13,Finance Office,Door Open,82,EMP_043
2026-07-03 13:42:00,Building_B,CAM-05,HR Office,Employee Walking,95,EMP_001
2026-07-03 20:48:00,Building_C,CAM-07,Emergency Exit,Employee Walking,95,EMP_039
2026-07-03 22:06:00,Building_A,CAM-05,Finance Office,Employee Walking,85,EMP_041
2026-07-03 12:21:00,Building_C,CAM-11,Emergency Exit,Person Entering,89,EMP_045
2026-07-03 15:48:00,Building_C,CAM-11,Finance Office,Employee Walking,98,EMP_010
2026-07-03 01:28:00,Building_C,CAM-12,Emergency Exit,Door Open,96,EMP_035
2026-07-03 03:06:00,Building_B,CAM-13,Reception,Employee Walking,80,EMP_017
2026-07-03 21:51:00,Building_B,CAM-06,Server Room,Person Entering,85,NETWORK_ADMIN
2026-07-03 18:51:00,Building_B,CAM-15,SOC,Employee Walking,90,EMP_048
2026-07-03 14:37:00,Building_A,CAM-12,Reception,Person Entering,82,EMP_043
2026-07-03 08:07:00,Building_A,CAM-10,Emergency Exit,Employee Walking,100,EMP_026
2026-07-03 06:13:00,Building_B,CAM-07,Main Entrance,Employee Walking,80,EMP_027
2026-07-03 16:43:00,Building_C,CAM-11,Reception,Person Entering,96,EMP_016
2026-07-03 18:07:00,Building_A,CAM-11,Finance Office,Door Open,86,EMP_050
2026-07-03 20:34:00,Building_C,CAM-06,SOC,Employee Walking,83,EMP_049
2026-07-03 03:55:00,Building_B,CAM-05,Emergency Exit,Employee Walking,94,EMP_014
2026-07-03 22:24:00,Building_A,CAM-06,HR Office,Person Entering,82,EMP_048
2026-07-03 19:32:00,Building_B,CAM-06,Finance Office,Employee Walking,92,EMP_042
2026-07-03 17:41:00,Building_B,CAM-15,Emergency Exit,Person Entering,84,EMP_010
2026-07-03 18:02:00,Building_C,CAM-10,SOC,Person Entering,90,EMP_027
2026-07-03 22:06:00,Building_C,CAM-09,Emergency Exit,Person Entering,87,EMP_028
2026-07-03 11:47:00,Building_B,CAM-05,Finance Office,Person Entering,84,EMP_029
2026-07-03 17:28:00,Building_A,CAM-06,Loading Dock,Employee Walking,87,EMP_039
2026-07-03 08:52:00,Building_B,CAM-07,Server Room,Door Open,99,EMP_025
2026-07-03 04:18:00,Building_A,CAM-01,Finance Office,Door Open,86,EMP_015
2026-07-03 16:13:00,Building_A,CAM-11,Finance Office,Door Open,84,EMP_025
2026-07-03 22:18:00,Building_B,CAM-03,Main Entrance,Employee Walking,83,EMP_032
2026-07-03 17:54:00,Building_C,CAM-09,SOC,Door Open,95,EMP_042
2026-07-03 05:21:00,Building_C,CAM-10,Emergency Exit,Employee Walking,86,EMP_027
2026-07-03 03:28:00,Building_B,CAM-05,Reception,Employee Walking,98,EMP_012
2026-07-03 22:02:00,Building_B,CAM-13,Server Room,Door Open,80,EMP_012
2026-07-03 03:25:00,Building_B,CAM-09,Emergency Exit,Person Entering,86,SOC_ANALYST
2026-07-03 05:38:00,Building_A,CAM-07,Main Entrance,Employee Walking,87,EMP_005
2026-07-03 11:57:00,Building_B,CAM-01,HR Office,Employee Walking,98,EMP_010
2026-07-03 22:20:00,Building_B,CAM-08,Emergency Exit,Door Open,83,EMP_042
2026-07-03 22:20:00,Building_B,CAM-09,Finance Office,Door Open,85,BACKUP_ADMIN
2026-07-03 12:02:00,Building_C,CAM-15,Server Room,Door Open,98,EMP_005
2026-07-03 21:09:00,Building_B,CAM-13,HR Office,Employee Walking,94,EMP_049
2026-07-03 11:47:00,Building_A,CAM-02,Reception,Person Entering,90,EMP_022
2026-07-03 23:36:00,Building_B,CAM-04,Reception,Person Entering,80,EMP_025
2026-07-03 16:24:00,Building_B,CAM-05,Main Entrance,Door Open,88,EMP_034
2026-07-03 12:27:00,Building_C,CAM-01,Loading Dock,Door Open,100,EMP_015
2026-07-03 03:35:00,Building_B,CAM-15,HR Office,Door Open,95,EMP_041
2026-07-03 09:36:00,Building_A,CAM-10,Loading Dock,Door Open,87,EMP_012
2026-07-03 00:51:00,Building_C,CAM-15,Server Room,Door Open,99,EMP_014
2026-07-03 02:59:00,Building_C,CAM-10,Loading Dock,Person Entering,96,EMP_007
2026-07-03 07:24:00,Building_B,CAM-02,Loading Dock,Door Open,100,EMP_007
2026-07-03 16:39:00,Building_B,CAM-13,Server Room,Person Entering,98,EMP_042
2026-07-03 00:31:00,Building_B,CAM-11,Server Room,Employee Walking,100,EMP_046
2026-07-03 11:51:00,Building_B,CAM-13,Main Entrance,Door Open,89,EMP_022
2026-07-03 00:27:00,Building_B,CAM-11,Finance Office,Person Entering,81,EMP_025
2026-07-03 20:12:00,Building_C,CAM-13,Emergency Exit,Employee Walking,94,EMP_026
2026-07-03 10:30:00,Building_A,CAM-02,SOC,Door Open,94,EMP_046
2026-07-03 13:37:00,Building_B,CAM-15,HR Office,Person Entering,82,EMP_025
2026-07-03 03:47:00,Building_B,CAM-13,SOC,Person Entering,87,EMP_018
2026-07-03 00:07:00,Building_A,CAM-13,HR Office,Door Open,86,EMP_044
2026-07-03 19:31:00,Building_B,CAM-03,Loading Dock,Person Entering,97,EMP_018
2026-07-03 16:39:00,Building_B,CAM-04,Finance Office,Person Entering,84,EMP_038
2026-07-03 05:39:00,Building_A,CAM-09,Reception,Door Open,91,EMP_025
2026-07-03 10:57:00,Building_C,CAM-08,Emergency Exit,Door Open,85,EMP_021
2026-07-03 18:15:00,Building_A,CAM-14,Emergency Exit,Employee Walking,89,EMP_031
2026-07-03 10:15:00,Building_A,CAM-09,Emergency Exit,Person Entering,98,EMP_046
2026-07-03 07:33:00,Building_B,CAM-08,HR Office,Person Entering,98,EMP_039
2026-07-03 21:39:00,Building_B,CAM-11,Finance Office,Person Entering,90,EMP_038
2026-07-03 22:59:00,Building_B,CAM-01,Emergency Exit,Person Entering,86,EMP_013
2026-07-03 11:42:00,Building_B,CAM-03,Reception,Door Open,100,EMP_045
2026-07-03 14:43:00,Building_C,CAM-03,Loading Dock,Door Open,100,EMP_049
2026-07-03 03:24:00,Building_C,CAM-10,HR Office,Person Entering,98,EMP_046
2026-07-03 15:08:00,Building_C,CAM-05,Emergency Exit,Employee Walking,89,EMP_041
2026-07-03 08:32:00,Building_A,CAM-02,Emergency Exit,Door Open,86,EMP_002
2026-07-03 02:59:00,Building_C,CAM-12,Loading Dock,Person Entering,80,EMP_040
2026-07-03 22:39:00,Building_C,CAM-02,HR Office,Person Entering,98,EMP_028
2026-07-03 09:12:00,Building_C,CAM-10,HR Office,Employee Walking,100,EMP_042
2026-07-03 02:29:00,Building_B,CAM-01,SOC,Employee Walking,82,EMP_024
2026-07-03 22:44:00,Building_B,CAM-08,HR Office,Door Open,95,EMP_043
2026-07-03 08:28:00,Building_A,CAM-09,Loading Dock,Person Entering,80,EMP_033
2026-07-03 23:54:00,Building_C,CAM-01,Reception,Person Entering,96,EMP_035
2026-07-03 10:04:00,Building_B,CAM-14,Main Entrance,Employee Walking,97,EMP_025
2026-07-03 00:57:00,Building_C,CAM-05,SOC,Person Entering,89,EMP_005
2026-07-03 20:24:00,Building_C,CAM-13,Main Entrance,Person Entering,100,EMP_006
2026-07-03 03:03:00,Building_C,CAM-04,Emergency Exit,Person Entering,81,EMP_050
2026-07-03 03:28:00,Building_B,CAM-15,Reception,Employee Walking,97,EMP_006
2026-07-03 18:55:00,Building_A,CAM-07,HR Office,Person Entering,87,SOC_ANALYST
2026-07-03 04:40:00,Building_C,CAM-10,SOC,Door Open,82,EMP_020
2026-07-03 09:55:00,Building_C,CAM-07,SOC,Employee Walking,81,EMP_031
2026-07-03 14:07:00,Building_C,CAM-15,Finance Office,Employee Walking,98,EMP_033
2026-07-03 18:44:00,Building_C,CAM-05,Main Entrance,Person Entering,86,SERVICE_SQL
2026-07-03 16:38:00,Building_B,CAM-11,Server Room,Employee Walking,82,EMP_047
2026-07-03 16:34:00,Building_B,CAM-09,Loading Dock,Employee Walking,89,EMP_006
2026-07-03 23:45:00,Building_B,CAM-13,Main Entrance,Person Entering,94,EMP_023
2026-07-03 01:17:00,Building_B,CAM-12,Main Entrance,Employee Walking,89,EMP_011
2026-07-03 14:02:00,Building_C,CAM-05,Reception,Door Open,96,EMP_007
2026-07-03 15:00:00,Building_C,CAM-01,Main Entrance,Employee Walking,89,SERVICE_SQL
2026-07-03 03:54:00,Building_B,CAM-11,Emergency Exit,Employee Walking,99,EMP_022
2026-07-03 02:25:00,Building_A,CAM-04,Finance Office,Door Open,85,EMP_049
2026-07-03 02:14:00,Building_A,CAM-05,Server Room,Door Open,83,EMP_010
2026-07-03 22:23:00,Building_C,CAM-10,SOC,Door Open,98,EMP_049
2026-07-03 00:19:00,Building_B,CAM-10,Finance Office,Door Open,93,EMP_035
2026-07-03 21:16:00,Building_B,CAM-12,Server Room,Employee Walking,81,EMP_045
2026-07-03 14:45:00,Building_B,CAM-07,SOC,Person Entering,85,EMP_014
2026-07-03 00:45:00,Building_A,CAM-13,Emergency Exit,Door Open,91,EMP_004
2026-07-03 17:05:00,Building_C,CAM-05,Emergency Exit,Door Open,81,EMP_041
2026-07-03 18:04:00,Building_C,CAM-10,Loading Dock,Person Entering,82,EMP_025
2026-07-03 07:18:00,Building_B,CAM-03,SOC,Person Entering,93,EMP_003
2026-07-03 12:02:00,Building_B,CAM-07,Loading Dock,Employee Walking,100,EMP_012
2026-07-03 03:09:00,Building_A,CAM-05,Main Entrance,Door Open,89,EMP_010
2026-07-03 14:29:00,Building_A,CAM-01,Reception,Employee Walking,81,EMP_047
2026-07-03 22:47:00,Building_A,CAM-06,Server Room,Door Open,87,EMP_037
2026-07-03 21:40:00,Building_A,CAM-07,Loading Dock,Person Entering,91,EMP_014
2026-07-03 07:19:00,Building_B,CAM-05,Reception,Person Entering,94,EMP_002
2026-07-03 00:59:00,Building_B,CAM-03,HR Office,Person Entering,82,EMP_008
2026-07-03 13:44:00,Building_C,CAM-11,Main Entrance,Person Entering,96,EMP_004
2026-07-03 18:47:00,Building_C,CAM-01,Server Room,Door Open,98,EMP_025
2026-07-03 14:55:00,Building_A,CAM-04,HR Office,Door Open,85,EMP_027
2026-07-03 04:14:00,Building_B,CAM-01,SOC,Door Open,94,EMP_002
2026-07-03 05:22:00,Building_A,CAM-14,SOC,Person Entering,88,EMP_027
2026-07-03 21:13:00,Building_B,CAM-15,SOC,Door Open,98,EMP_012
2026-07-03 22:48:00,Building_A,CAM-11,Reception,Person Entering,82,EMP_008
2026-07-03 03:13:00,Building_B,CAM-10,Server Room,Employee Walking,82,EMP_033
2026-07-03 20:45:00,Building_B,CAM-03,Main Entrance,Door Open,100,EMP_038
2026-07-03 13:58:00,Building_C,CAM-11,Emergency Exit,Door Open,100,EMP_011
2026-07-03 12:11:00,Building_B,CAM-01,Emergency Exit,Door Open,87,EMP_009
2026-07-03 21:13:00,Building_B,CAM-07,Main Entrance,Door Open,92,EMP_050
2026-07-03 02:00:00,Building_C,CAM-13,Reception,Person Entering,96,EMP_034
2026-07-03 11:01:00,Building_B,CAM-10,SOC,Employee Walking,84,SERVICE_SQL
2026-07-03 00:17:00,Building_C,CAM-09,HR Office,Door Open,92,EMP_026
2026-07-03 18:29:00,Building_A,CAM-03,Server Room,Door Open,100,EMP_009
2026-07-03 08:14:00,Building_B,CAM-07,Finance Office,Door Open,93,EMP_021
2026-07-03 19:36:00,Building_B,CAM-10,Server Room,Person Entering,92,EMP_009
2026-07-03 01:41:00,Building_B,CAM-05,Emergency Exit,Employee Walking,80,EMP_007
2026-07-03 22:33:00,Building_C,CAM-12,HR Office,Employee Walking,100,EMP_007
2026-07-03 11:21:00,Building_A,CAM-06,Finance Office,Employee Walking,93,EMP_035
2026-07-03 19:30:00,Building_C,CAM-01,SOC,Person Entering,98,EMP_031
2026-07-03 02:36:00,Building_B,CAM-06,SOC,Door Open,93,EMP_042
2026-07-03 02:51:00,Building_A,CAM-01,Main Entrance,Door Open,81,EMP_014
2026-07-03 11:42:00,Building_C,CAM-04,Loading Dock,Person Entering,97,EMP_024
2026-07-03 13:57:00,Building_B,CAM-08,SOC,Person Entering,80,EMP_015
2026-07-03 18:40:00,Building_A,CAM-05,Loading Dock,Person Entering,97,EMP_020
2026-07-03 22:33:00,Building_B,CAM-15,Server Room,Person Entering,85,EMP_001
2026-07-03 03:11:00,Building_B,CAM-01,Main Entrance,Door Open,94,EMP_001
2026-07-03 01:24:00,Building_C,CAM-10,Emergency Exit,Employee Walking,86,EMP_014
2026-07-03 21:27:00,Building_C,CAM-12,SOC,Door Open,96,EMP_050
2026-07-03 07:50:00,Building_C,CAM-10,HR Office,Employee Walking,80,EMP_049
2026-07-03 13:39:00,Building_A,CAM-04,Reception,Employee Walking,99,EMP_001
2026-07-03 09:17:00,Building_B,CAM-06,Emergency Exit,Person Entering,90,EMP_021
2026-07-03 13:06:00,Building_A,CAM-14,HR Office,Employee Walking,84,EMP_007
2026-07-03 21:15:00,Building_B,CAM-07,Reception,Door Open,91,EMP_018
2026-07-03 04:51:00,Building_A,CAM-04,Finance Office,Person Entering,87,EMP_004
2026-07-03 03:41:00,Building_C,CAM-12,SOC,Person Entering,87,EMP_045
2026-07-03 21:10:00,Building_C,CAM-11,Main Entrance,Employee Walking,100,EMP_010
2026-07-03 18:51:00,Building_B,CAM-10,Main Entrance,Employee Walking,93,EMP_014
2026-07-03 12:08:00,Building_B,CAM-15,Reception,Employee Walking,97,EMP_050
2026-07-03 17:16:00,Building_B,CAM-15,HR Office,Employee Walking,95,EMP_020
2026-07-03 21:58:00,Building_C,CAM-11,Server Room,Door Open,83,EMP_014
2026-07-03 18:37:00,Building_B,CAM-11,Main Entrance,Door Open,86,EMP_012
2026-07-03 21:37:00,Building_A,CAM-11,Finance Office,Person Entering,97,EMP_038
2026-07-03 14:47:00,Building_B,CAM-08,Main Entrance,Person Entering,96,NETWORK_ADMIN
2026-07-03 17:51:00,Building_B,CAM-14,Main Entrance,Door Open,93,EMP_003
2026-07-03 21:12:00,Building_A,CAM-01,Reception,Door Open,89,EMP_035
2026-07-03 03:50:00,Building_B,CAM-08,Server Room,Person Entering,95,EMP_012
2026-07-03 19:55:00,Building_A,CAM-11,HR Office,Employee Walking,84,EMP_002
2026-07-03 11:11:00,Building_A,CAM-01,Finance Office,Employee Walking,86,EMP_001
2026-07-03 18:21:00,Building_C,CAM-14,Emergency Exit,Door Open,96,EMP_019
2026-07-03 08:23:00,Building_B,CAM-10,Loading Dock,Person Entering,99,EMP_040
2026-07-03 07:29:00,Building_C,CAM-07,Reception,Employee Walking,87,EMP_006
2026-07-03 17:08:00,Building_B,CAM-09,Reception,Door Open,95,EMP_048
2026-07-03 23:49:00,Building_C,CAM-01,Server Room,Employee Walking,97,SOC_ANALYST
2026-07-03 11:52:00,Building_C,CAM-07,Main Entrance,Person Entering,91,EMP_040
2026-07-03 01:04:00,Building_B,CAM-11,Server Room,Door Open,82,EMP_006
2026-07-03 08:46:00,Building_B,CAM-03,Finance Office,Employee Walking,89,EMP_013
2026-07-03 09:14:00,Building_B,CAM-08,Finance Office,Person Entering,95,EMP_005
2026-07-03 13:37:00,Building_A,CAM-03,HR Office,Door Open,80,EMP_028
2026-07-03 06:15:00,Building_C,CAM-06,Reception,Door Open,86,EMP_037
2026-07-03 14:54:00,Building_B,CAM-11,SOC,Employee Walking,94,EMP_035
2026-07-03 04:50:00,Building_A,CAM-04,Finance Office,Employee Walking,88,EMP_043
2026-07-03 12:30:00,Building_A,CAM-06,SOC,Person Entering,85,EMP_036
2026-07-03 18:10:00,Building_A,CAM-13,Finance Office,Person Entering,97,EMP_015
2026-07-03 09:10:00,Building_C,CAM-15,Main Entrance,Person Entering,91,EMP_049
2026-07-03 03:43:00,Building_A,CAM-04,Main Entrance,Employee Walking,95,SERVICE_SQL
2026-07-03 06:29:00,Building_B,CAM-09,Finance Office,Employee Walking,83,EMP_034
2026-07-03 20:08:00,Building_B,CAM-04,Finance Office,Person Entering,97,EMP_009
2026-07-03 03:36:00,Building_A,CAM-01,Main Entrance,Employee Walking,90,EMP_001
2026-07-03 20:14:00,Building_B,CAM-02,Loading Dock,Door Open,99,EMP_015
2026-07-03 05:11:00,Building_C,CAM-04,Emergency Exit,Door Open,80,EMP_012
2026-07-03 01:58:00,Building_A,CAM-15,Reception,Employee Walking,91,EMP_018
2026-07-03 06:24:00,Building_A,CAM-10,Loading Dock,Door Open,100,EMP_017
2026-07-03 04:36:00,Building_C,CAM-01,Reception,Person Entering,100,EMP_049
2026-07-03 08:36:00,Building_C,CAM-14,Finance Office,Employee Walking,97,EMP_009
2026-07-03 13:16:00,Building_C,CAM-13,Loading Dock,Employee Walking,93,SOC_ANALYST
2026-07-03 08:04:00,Building_A,CAM-14,Finance Office,Employee Walking,95,EMP_038
2026-07-03 08:47:00,Building_B,CAM-15,Loading Dock,Person Entering,80,EMP_025
2026-07-03 18:15:00,Building_A,CAM-07,Loading Dock,Person Entering,83,EMP_001
2026-07-03 02:44:00,Building_A,CAM-03,Emergency Exit,Door Open,93,EMP_023
2026-07-03 21:35:00,Building_C,CAM-01,HR Office,Door Open,89,EMP_010
2026-07-03 17:52:00,Building_A,CAM-15,Reception,Employee Walking,80,EMP_030
2026-07-03 14:27:00,Building_B,CAM-15,Server Room,Employee Walking,87,EMP_033
2026-07-03 01:37:00,Building_B,CAM-11,Server Room,Door Open,89,EMP_050
2026-07-03 02:58:00,Building_C,CAM-13,Main Entrance,Person Entering,81,EMP_023
2026-07-03 21:49:00,Building_C,CAM-14,SOC,Employee Walking,84,EMP_013
2026-07-03 23:46:00,Building_B,CAM-03,Main Entrance,Employee Walking,98,EMP_002
2026-07-03 00:41:00,Building_A,CAM-10,HR Office,Employee Walking,100,EMP_039
2026-07-03 22:15:00,Building_C,CAM-04,Emergency Exit,Door Open,96,EMP_043
2026-07-03 02:53:00,Building_B,CAM-02,Emergency Exit,Door Open,87,EMP_022
2026-07-03 12:29:00,Building_B,CAM-15,SOC,Employee Walking,99,EMP_032
2026-07-03 11:32:00,Building_B,CAM-10,Main Entrance,Employee Walking,94,EMP_049
