Timestamp,Hostname,User,Source_IP,Destination_IP,Command,Status,MITRE_Technique,Process
2026-07-03 11:15:00,DC01,EMP_010,10.20.2.97,10.20.1.73,top,Success,,cron
2026-07-03 01:02:00,BACKUP01,BACKUP_ADMIN,10.20.2.91,10.20.2.200,cat /var/log/auth.log,Success,,bash
2026-07-03 01:23:00,WIN-SRV01,EMP_034,10.20.5.190,10.20.1.146,df,Success,,cron
2026-07-03 00:02:00,LINUX-SRV03,EMP_050,10.20.3.166,10.20.2.235,top,Success,,bash
2026-07-03 10:31:00,DC02,EMP_016,10.20.3.114,10.20.1.38,top,Success,,systemd
2026-07-03 16:29:00,DC01,EMP_038,10.20.5.128,10.20.2.111,df,Success,,systemd
2026-07-03 10:47:00,SQL-HR01,EMP_027,10.20.1.243,10.20.3.177,pwd,Success,,cron
2026-07-03 08:05:00,LINUX-SRV01,EMP_018,10.20.3.229,10.20.3.63,cat /var/log/auth.log,Success,,systemd
2026-07-03 09:23:00,SQL-FIN01,EMP_010,10.20.3.193,10.20.3.41,pwd,Success,,bash
2026-07-03 20:54:00,WIN-SRV02,EMP_015,10.20.5.11,10.20.3.233,pwd,Success,,cron
2026-07-03 03:29:00,DC02,EMP_016,10.20.3.76,10.20.2.203,ps,Success,,cron
2026-07-03 06:19:00,SQL-FIN01,BACKUP_ADMIN,10.20.2.83,10.20.5.77,top,Success,,cron
2026-07-03 22:47:00,WIN-SRV01,SERVICE_SQL,10.20.5.199,10.20.3.223,pwd,Success,,bash
2026-07-03 20:36:00,SQL-HR01,EMP_019,10.20.4.179,10.20.5.86,ps,Success,,systemd
2026-07-03 13:37:00,LINUX-SRV01,EMP_032,10.20.2.198,10.20.3.73,ls,Success,,bash
2026-07-03 09:51:00,WIN-SRV01,EMP_007,10.20.2.195,10.20.1.82,cat /var/log/auth.log,Success,,systemd
2026-07-03 17:32:00,LINUX-SRV01,EMP_034,10.20.2.229,10.20.4.43,ls,Success,,systemd
2026-07-03 18:56:00,DC02,SOC_ANALYST,10.20.4.144,10.20.3.77,ls,Success,,cron
2026-07-03 01:37:00,SQL-HR01,EMP_023,10.20.4.143,10.20.2.143,ps,Success,,cron
2026-07-03 16:13:00,WIN-SRV02,EMP_004,10.20.5.85,10.20.2.146,df,Success,,systemd
2026-07-03 12:31:00,SQL-HR01,EMP_030,10.20.3.37,10.20.2.177,df,Success,,bash
2026-07-03 05:49:00,WIN-SRV02,EMP_037,10.20.4.192,10.20.2.242,cat /var/log/auth.log,Success,,cron
2026-07-03 00:42:00,DC02,EMP_044,10.20.1.120,10.20.2.127,top,Success,,cron
2026-07-03 04:37:00,SQL-HR01,EMP_023,10.20.5.145,10.20.2.152,top,Success,,bash
2026-07-03 19:28:00,SQL-FIN01,EMP_022,10.20.2.197,10.20.2.243,ps,Success,,systemd
2026-07-03 23:29:00,LINUX-SRV02,EMP_007,10.20.1.213,10.20.2.244,ls,Success,,bash
2026-07-03 10:51:00,LINUX-SRV02,EMP_037,10.20.1.103,10.20.4.52,ps,Success,,systemd
2026-07-03 20:37:00,DC01,EMP_043,10.20.4.224,10.20.2.218,cat /var/log/auth.log,Success,,cron
2026-07-03 01:31:00,LINUX-SRV03,EMP_011,10.20.1.86,10.20.3.200,top,Success,,bash
2026-07-03 18:08:00,BACKUP01,EMP_016,10.20.5.60,10.20.3.253,cat /var/log/auth.log,Success,,systemd
2026-07-03 18:24:00,WIN-SRV02,EMP_022,10.20.2.120,10.20.3.1,pwd,Success,,cron
2026-07-03 22:20:00,DC02,EMP_032,10.20.1.98,10.20.2.191,cat /var/log/auth.log,Success,,bash
2026-07-03 04:49:00,LINUX-SRV03,EMP_039,10.20.4.87,10.20.1.93,df,Success,,cron
2026-07-03 22:06:00,SQL-HR01,EMP_022,10.20.2.221,10.20.2.14,top,Success,,systemd
2026-07-03 22:22:00,LINUX-SRV02,EMP_044,10.20.3.42,10.20.3.104,df,Success,,systemd
2026-07-03 16:22:00,LINUX-SRV02,EMP_014,10.20.1.149,10.20.5.232,df,Success,,systemd
2026-07-03 03:04:00,LINUX-SRV03,EMP_018,10.20.3.151,10.20.3.100,df,Success,,cron
2026-07-03 02:31:00,BACKUP01,EMP_044,10.20.1.32,10.20.1.200,pwd,Success,,cron
2026-07-03 20:10:00,DC01,EMP_005,10.20.3.224,10.20.2.110,df,Success,,systemd
2026-07-03 02:24:00,LINUX-SRV02,EMP_008,10.20.4.176,10.20.2.54,top,Success,,cron
2026-07-03 13:20:00,LINUX-SRV01,EMP_028,10.20.2.134,10.20.1.146,ls,Success,,bash
2026-07-03 03:25:00,DC01,EMP_016,10.20.1.134,10.20.4.24,df,Success,,bash
2026-07-03 14:11:00,WIN-SRV01,EMP_015,10.20.1.58,10.20.3.115,df,Success,,bash
2026-07-03 19:31:00,LINUX-SRV01,EMP_007,10.20.2.181,10.20.2.192,df,Success,,cron
2026-07-03 21:34:00,LINUX-SRV02,EMP_032,10.20.4.218,10.20.1.132,top,Success,,systemd
2026-07-03 12:58:00,DC01,EMP_003,10.20.1.71,10.20.5.224,cat /var/log/auth.log,Success,,cron
2026-07-03 17:53:00,LINUX-SRV02,EMP_047,10.20.3.233,10.20.2.48,ls,Success,,cron
2026-07-03 01:00:00,DC01,EMP_007,10.20.2.199,10.20.3.225,top,Success,,cron
2026-07-03 02:37:00,LINUX-SRV01,EMP_013,10.20.4.39,10.20.1.42,df,Success,,cron
2026-07-03 22:42:00,LINUX-SRV02,EMP_039,10.20.4.194,10.20.5.77,ls,Success,,systemd
2026-07-03 12:49:00,WIN-SRV01,EMP_037,10.20.4.86,10.20.1.139,cat /var/log/auth.log,Success,,cron
2026-07-03 05:22:00,BACKUP01,SERVICE_SQL,10.20.1.53,10.20.1.250,ls,Success,,cron
2026-07-03 00:18:00,BACKUP01,EMP_027,10.20.1.149,10.20.1.104,ps,Success,,systemd
2026-07-03 11:39:00,LINUX-SRV01,EMP_028,10.20.5.94,10.20.4.226,pwd,Success,,systemd
2026-07-03 11:28:00,SQL-HR01,EMP_021,10.20.2.133,10.20.1.175,ls,Success,,cron
2026-07-03 09:07:00,LINUX-SRV03,EMP_003,10.20.5.249,10.20.5.93,ps,Success,,systemd
2026-07-03 12:17:00,LINUX-SRV02,EMP_036,10.20.2.227,10.20.4.251,df,Success,,systemd
2026-07-03 05:29:00,DC01,SOC_ANALYST,10.20.3.215,10.20.3.206,top,Success,,cron
2026-07-03 02:44:00,WIN-SRV02,BACKUP_ADMIN,10.20.2.2,10.20.2.50,cat /var/log/auth.log,Success,,systemd
2026-07-03 20:46:00,BACKUP01,EMP_023,10.20.5.228,10.20.2.125,top,Success,,systemd
2026-07-03 14:25:00,LINUX-SRV03,EMP_043,10.20.1.105,10.20.4.137,top,Success,,systemd
2026-07-03 15:14:00,SQL-FIN01,EMP_022,10.20.1.85,10.20.5.122,df,Success,,cron
2026-07-03 15:27:00,SQL-FIN01,EMP_008,10.20.2.222,10.20.5.3,pwd,Success,,cron
2026-07-03 09:23:00,LINUX-SRV01,EMP_025,10.20.5.33,10.20.1.131,top,Success,,cron
2026-07-03 22:17:00,DC02,EMP_024,10.20.1.104,10.20.3.216,top,Success,,cron
2026-07-03 19:57:00,SQL-FIN01,SERVICE_SQL,10.20.2.24,10.20.5.249,df,Success,,systemd
2026-07-03 03:54:00,DC02,EMP_041,10.20.4.153,10.20.5.131,cat /var/log/auth.log,Success,,bash
2026-07-03 11:51:00,LINUX-SRV02,EMP_013,10.20.5.112,10.20.1.203,df,Success,,systemd
2026-07-03 13:15:00,LINUX-SRV01,EMP_033,10.20.3.223,10.20.1.86,top,Success,,cron
2026-07-03 10:12:00,DC01,EMP_007,10.20.5.166,10.20.1.40,pwd,Success,,systemd
2026-07-03 11:25:00,DC01,EMP_008,10.20.3.56,10.20.5.11,df,Success,,bash
2026-07-03 18:25:00,DC02,EMP_024,10.20.3.146,10.20.1.198,pwd,Success,,cron
2026-07-03 03:15:00,LINUX-SRV01,EMP_038,10.20.3.26,10.20.1.248,ls,Success,,cron
2026-07-03 20:47:00,LINUX-SRV03,EMP_030,10.20.5.51,10.20.4.240,pwd,Success,,systemd
2026-07-03 10:13:00,LINUX-SRV01,EMP_036,10.20.3.5,10.20.5.52,pwd,Success,,systemd
2026-07-03 05:57:00,SQL-FIN01,EMP_014,10.20.1.143,10.20.1.131,pwd,Success,,cron
2026-07-03 06:10:00,WIN-SRV01,EMP_029,10.20.5.143,10.20.3.104,cat /var/log/auth.log,Success,,cron
2026-07-03 13:46:00,SQL-FIN01,EMP_022,10.20.3.76,10.20.5.109,cat /var/log/auth.log,Success,,bash
2026-07-03 04:24:00,SQL-FIN01,EMP_004,10.20.2.228,10.20.4.193,df,Success,,systemd
2026-07-03 01:20:00,LINUX-SRV01,EMP_034,10.20.1.165,10.20.3.141,cat /var/log/auth.log,Success,,cron
2026-07-03 03:07:00,SQL-FIN01,BACKUP_ADMIN,10.20.5.218,10.20.3.142,cat /var/log/auth.log,Success,,cron
2026-07-03 02:08:00,SQL-FIN01,EMP_020,10.20.3.250,10.20.1.22,ps,Success,,cron
2026-07-03 21:12:00,BACKUP01,EMP_013,10.20.2.27,10.20.5.119,pwd,Success,,cron
2026-07-03 01:38:00,DC02,EMP_015,10.20.4.131,10.20.5.62,df,Success,,systemd
2026-07-03 15:05:00,LINUX-SRV01,EMP_032,10.20.3.210,10.20.2.90,cat /var/log/auth.log,Success,,cron
2026-07-03 19:23:00,BACKUP01,EMP_008,10.20.3.45,10.20.5.14,pwd,Success,,bash
2026-07-03 20:43:00,SQL-HR01,EMP_027,10.20.4.157,10.20.3.179,top,Success,,cron
2026-07-03 10:24:00,LINUX-SRV02,EMP_032,10.20.3.83,10.20.1.136,ps,Success,,bash
2026-07-03 12:25:00,LINUX-SRV02,EMP_026,10.20.3.222,10.20.5.89,top,Success,,bash
2026-07-03 11:29:00,BACKUP01,EMP_019,10.20.2.4,10.20.2.231,cat /var/log/auth.log,Success,,bash
2026-07-03 10:00:00,DC02,EMP_016,10.20.2.15,10.20.2.72,ps,Success,,bash
2026-07-03 17:05:00,WIN-SRV01,EMP_013,10.20.2.132,10.20.1.47,df,Success,,cron
2026-07-03 23:16:00,WIN-SRV01,EMP_030,10.20.3.60,10.20.5.66,ls,Success,,bash
2026-07-03 08:01:00,DC01,EMP_029,10.20.1.119,10.20.5.79,top,Success,,cron
2026-07-03 11:43:00,DC02,EMP_032,10.20.4.167,10.20.2.217,df,Success,,systemd
2026-07-03 09:15:00,WIN-SRV01,EMP_031,10.20.2.25,10.20.1.107,top,Success,,systemd
2026-07-03 20:13:00,SQL-FIN01,EMP_035,10.20.1.15,10.20.3.49,cat /var/log/auth.log,Success,,systemd
2026-07-03 16:41:00,WIN-SRV02,EMP_002,10.20.2.234,10.20.2.148,df,Success,,cron
2026-07-03 19:17:00,DC02,EMP_048,10.20.1.159,10.20.1.120,top,Success,,bash
2026-07-03 08:06:00,WIN-SRV01,EMP_020,10.20.1.94,10.20.5.244,df,Success,,cron
2026-07-03 22:13:00,DC02,EMP_036,10.20.4.2,10.20.3.104,pwd,Success,,cron
2026-07-03 11:15:00,BACKUP01,EMP_005,10.20.2.246,10.20.2.197,ps,Success,,cron
2026-07-03 23:50:00,WIN-SRV01,EMP_033,10.20.1.30,10.20.1.254,cat /var/log/auth.log,Success,,cron
2026-07-03 00:15:00,SQL-FIN01,EMP_027,10.20.3.22,10.20.4.224,ps,Success,,cron
2026-07-03 02:46:00,WIN-SRV01,NETWORK_ADMIN,10.20.3.187,10.20.4.173,ps,Success,,bash
2026-07-03 02:26:00,LINUX-SRV02,SOC_ANALYST,10.20.5.199,10.20.4.202,df,Success,,bash
2026-07-03 04:05:00,DC02,EMP_047,10.20.2.249,10.20.1.179,ps,Success,,bash
2026-07-03 18:19:00,DC01,EMP_033,10.20.3.93,10.20.2.89,ls,Success,,cron
2026-07-03 15:22:00,DC02,EMP_047,10.20.4.55,10.20.5.87,df,Success,,systemd
2026-07-03 15:32:00,DC01,EMP_049,10.20.2.196,10.20.4.116,df,Success,,systemd
2026-07-03 07:24:00,SQL-HR01,EMP_003,10.20.3.237,10.20.5.144,df,Success,,bash
2026-07-03 11:31:00,WIN-SRV01,EMP_042,10.20.2.42,10.20.3.86,ps,Success,,systemd
2026-07-03 16:22:00,WIN-SRV02,EMP_039,10.20.5.220,10.20.5.125,ps,Success,,cron
2026-07-03 01:28:00,WIN-SRV02,EMP_029,10.20.2.46,10.20.1.42,top,Success,,systemd
2026-07-03 11:25:00,DC02,NETWORK_ADMIN,10.20.5.14,10.20.2.184,pwd,Success,,cron
2026-07-03 01:09:00,LINUX-SRV03,EMP_032,10.20.3.8,10.20.2.246,top,Success,,cron
2026-07-03 17:20:00,DC01,EMP_008,10.20.5.138,10.20.4.130,top,Success,,cron
2026-07-03 05:11:00,DC02,BACKUP_ADMIN,10.20.4.143,10.20.4.127,cat /var/log/auth.log,Success,,bash
2026-07-03 19:36:00,LINUX-SRV02,EMP_017,10.20.4.150,10.20.4.143,cat /var/log/auth.log,Success,,bash
2026-07-03 12:25:00,BACKUP01,EMP_006,10.20.5.143,10.20.3.26,ls,Success,,bash
2026-07-03 03:28:00,DC02,EMP_041,10.20.3.254,10.20.2.93,cat /var/log/auth.log,Success,,bash
2026-07-03 09:29:00,LINUX-SRV01,EMP_028,10.20.3.216,10.20.1.125,df,Success,,systemd
2026-07-03 19:13:00,LINUX-SRV03,EMP_034,10.20.1.157,10.20.1.162,ps,Success,,systemd
2026-07-03 12:13:00,LINUX-SRV03,EMP_038,10.20.1.73,10.20.4.39,ls,Success,,cron
2026-07-03 11:42:00,BACKUP01,EMP_032,10.20.1.230,10.20.4.215,ps,Success,,systemd
2026-07-03 14:20:00,WIN-SRV02,BACKUP_ADMIN,10.20.1.14,10.20.4.34,ls,Success,,bash
2026-07-03 05:12:00,SQL-HR01,EMP_011,10.20.5.219,10.20.3.206,ps,Success,,bash
2026-07-03 18:09:00,LINUX-SRV03,EMP_046,10.20.5.82,10.20.5.125,ls,Success,,bash
2026-07-03 11:30:00,DC01,EMP_008,10.20.5.91,10.20.3.14,cat /var/log/auth.log,Success,,systemd
2026-07-03 13:27:00,DC02,EMP_034,10.20.1.75,10.20.5.140,ps,Success,,cron
2026-07-03 00:49:00,BACKUP01,EMP_022,10.20.3.34,10.20.1.99,cat /var/log/auth.log,Success,,cron
2026-07-03 02:26:00,DC01,EMP_012,10.20.4.239,10.20.4.116,df,Success,,systemd
2026-07-03 02:50:00,DC01,EMP_032,10.20.3.155,10.20.2.9,cat /var/log/auth.log,Success,,bash
2026-07-03 04:06:00,DC01,EMP_025,10.20.4.138,10.20.5.215,top,Success,,systemd
2026-07-03 12:35:00,LINUX-SRV02,EMP_017,10.20.4.199,10.20.1.57,ls,Success,,bash
2026-07-03 17:24:00,DC01,EMP_025,10.20.2.251,10.20.2.209,df,Success,,bash
2026-07-03 11:20:00,DC02,EMP_007,10.20.3.53,10.20.1.30,pwd,Success,,bash
2026-07-03 09:32:00,DC02,EMP_016,10.20.4.226,10.20.3.47,pwd,Success,,systemd
2026-07-03 19:55:00,BACKUP01,EMP_018,10.20.2.84,10.20.2.78,cat /var/log/auth.log,Success,,bash
2026-07-03 07:46:00,BACKUP01,EMP_019,10.20.5.223,10.20.3.5,ls,Success,,bash
2026-07-03 23:02:00,DC02,EMP_020,10.20.5.3,10.20.4.79,top,Success,,cron
2026-07-03 01:52:00,LINUX-SRV02,EMP_033,10.20.5.46,10.20.4.109,pwd,Success,,systemd
2026-07-03 21:29:00,DC02,EMP_046,10.20.4.45,10.20.5.194,cat /var/log/auth.log,Success,,bash
2026-07-03 10:49:00,LINUX-SRV01,EMP_049,10.20.5.161,10.20.5.226,top,Success,,bash
2026-07-03 23:14:00,LINUX-SRV02,EMP_018,10.20.3.91,10.20.2.247,df,Success,,cron
2026-07-03 23:13:00,BACKUP01,EMP_038,10.20.1.66,10.20.2.248,ls,Success,,bash
2026-07-03 22:19:00,LINUX-SRV01,EMP_018,10.20.4.49,10.20.5.184,df,Success,,systemd
2026-07-03 22:18:00,BACKUP01,EMP_047,10.20.5.250,10.20.3.113,top,Success,,cron
2026-07-03 02:58:00,DC02,EMP_022,10.20.4.87,10.20.4.29,top,Success,,bash
2026-07-03 06:26:00,SQL-HR01,BACKUP_ADMIN,10.20.3.167,10.20.3.7,ps,Success,,bash
2026-07-03 11:29:00,WIN-SRV01,EMP_002,10.20.2.92,10.20.5.196,df,Success,,systemd
2026-07-03 10:07:00,DC02,BACKUP_ADMIN,10.20.4.250,10.20.5.127,ls,Success,,bash
2026-07-03 00:15:00,SQL-FIN01,EMP_005,10.20.5.232,10.20.5.214,pwd,Success,,systemd
2026-07-03 15:27:00,WIN-SRV01,EMP_030,10.20.5.223,10.20.4.230,df,Success,,bash
2026-07-03 08:51:00,LINUX-SRV02,EMP_041,10.20.2.219,10.20.4.14,df,Success,,cron
2026-07-03 09:59:00,SQL-HR01,EMP_016,10.20.4.218,10.20.2.2,ps,Success,,bash
2026-07-03 01:59:00,LINUX-SRV03,EMP_007,10.20.3.188,10.20.2.173,df,Success,,systemd
2026-07-03 15:21:00,WIN-SRV01,EMP_022,10.20.5.115,10.20.2.251,cat /var/log/auth.log,Success,,bash
2026-07-03 02:28:00,DC01,EMP_020,10.20.2.191,10.20.1.91,ls,Success,,systemd
2026-07-03 12:58:00,SQL-HR01,EMP_047,10.20.4.140,10.20.3.99,ps,Success,,cron
2026-07-03 04:54:00,DC01,EMP_025,10.20.1.53,10.20.1.35,cat /var/log/auth.log,Success,,systemd
2026-07-03 03:41:00,WIN-SRV01,EMP_004,10.20.2.102,10.20.3.63,ps,Success,,bash
2026-07-03 19:17:00,DC01,EMP_015,10.20.5.95,10.20.1.64,ps,Success,,systemd
2026-07-03 08:14:00,WIN-SRV01,EMP_012,10.20.3.96,10.20.3.160,df,Success,,cron
2026-07-03 01:25:00,DC02,EMP_012,10.20.4.119,10.20.3.9,ls,Success,,cron
2026-07-03 06:40:00,WIN-SRV02,EMP_016,10.20.3.56,10.20.4.95,cat /var/log/auth.log,Success,,cron
2026-07-03 11:05:00,WIN-SRV01,EMP_008,10.20.2.128,10.20.4.230,pwd,Success,,cron
2026-07-03 10:56:00,SQL-FIN01,EMP_040,10.20.5.90,10.20.1.70,cat /var/log/auth.log,Success,,bash
2026-07-03 16:28:00,LINUX-SRV01,EMP_014,10.20.3.191,10.20.5.87,top,Success,,bash
2026-07-03 03:31:00,WIN-SRV01,EMP_013,10.20.5.247,10.20.3.248,pwd,Success,,cron
2026-07-03 12:59:00,LINUX-SRV02,EMP_027,10.20.1.50,10.20.3.177,df,Success,,cron
2026-07-03 21:31:00,DC02,EMP_049,10.20.5.71,10.20.3.127,ps,Success,,cron
2026-07-03 10:55:00,LINUX-SRV01,EMP_044,10.20.2.162,10.20.5.117,top,Success,,cron
2026-07-03 21:00:00,BACKUP01,EMP_050,10.20.5.194,10.20.5.2,ls,Success,,bash
2026-07-03 02:30:00,DC02,EMP_008,10.20.1.147,10.20.3.217,ls,Success,,systemd
2026-07-03 18:28:00,SQL-HR01,EMP_011,10.20.5.239,10.20.5.59,cat /var/log/auth.log,Success,,bash
2026-07-03 05:19:00,LINUX-SRV02,EMP_035,10.20.1.113,10.20.5.18,cat /var/log/auth.log,Success,,bash
2026-07-03 16:19:00,DC01,EMP_033,10.20.5.214,10.20.5.238,ls,Success,,cron
2026-07-03 10:08:00,SQL-HR01,EMP_032,10.20.4.63,10.20.3.121,cat /var/log/auth.log,Success,,cron
2026-07-03 15:11:00,LINUX-SRV03,EMP_016,10.20.5.62,10.20.1.10,df,Success,,bash
2026-07-03 01:17:00,SQL-FIN01,EMP_049,10.20.2.59,10.20.5.97,cat /var/log/auth.log,Success,,bash
2026-07-03 01:45:00,LINUX-SRV03,EMP_028,10.20.2.38,10.20.4.200,top,Success,,cron
2026-07-03 23:52:00,LINUX-SRV02,EMP_010,10.20.4.142,10.20.2.179,ps,Success,,systemd
2026-07-03 01:57:00,SQL-HR01,EMP_005,10.20.1.215,10.20.1.181,cat /var/log/auth.log,Success,,cron
2026-07-03 07:52:00,LINUX-SRV03,EMP_050,10.20.3.181,10.20.3.24,pwd,Success,,bash
2026-07-03 23:09:00,DC02,EMP_014,10.20.2.249,10.20.1.130,pwd,Success,,bash
2026-07-03 06:37:00,WIN-SRV01,EMP_040,10.20.3.111,10.20.2.45,ps,Success,,systemd
2026-07-03 08:38:00,LINUX-SRV01,EMP_010,10.20.1.194,10.20.1.211,ps,Success,,systemd
2026-07-03 05:46:00,SQL-HR01,SOC_ANALYST,10.20.5.26,10.20.3.177,top,Success,,systemd
2026-07-03 18:44:00,WIN-SRV01,EMP_016,10.20.2.227,10.20.2.103,ps,Success,,bash
2026-07-03 14:33:00,LINUX-SRV03,EMP_029,10.20.5.5,10.20.5.175,df,Success,,systemd
2026-07-03 13:54:00,LINUX-SRV01,NETWORK_ADMIN,10.20.3.36,10.20.3.247,cat /var/log/auth.log,Success,,systemd
2026-07-03 19:09:00,WIN-SRV02,EMP_001,10.20.4.213,10.20.4.243,cat /var/log/auth.log,Success,,bash
2026-07-03 01:15:00,LINUX-SRV03,EMP_002,10.20.4.88,10.20.4.143,df,Success,,cron
2026-07-03 18:26:00,DC01,EMP_027,10.20.4.140,10.20.1.247,ls,Success,,systemd
2026-07-03 21:08:00,LINUX-SRV01,EMP_018,10.20.2.245,10.20.3.204,df,Success,,bash
2026-07-03 17:23:00,BACKUP01,EMP_048,10.20.4.224,10.20.4.86,pwd,Success,,cron
2026-07-03 22:19:00,DC01,EMP_026,10.20.4.56,10.20.1.115,pwd,Success,,cron
2026-07-03 15:26:00,LINUX-SRV03,EMP_035,10.20.4.194,10.20.3.215,ps,Success,,cron
2026-07-03 03:38:00,DC02,EMP_014,10.20.2.173,10.20.5.28,pwd,Success,,bash
2026-07-03 07:38:00,WIN-SRV01,NETWORK_ADMIN,10.20.5.98,10.20.1.115,df,Success,,bash
2026-07-03 16:39:00,WIN-SRV02,SERVICE_SQL,10.20.4.254,10.20.2.41,pwd,Success,,bash
2026-07-03 09:12:00,WIN-SRV02,EMP_021,10.20.4.231,10.20.2.159,ps,Success,,cron
2026-07-03 22:53:00,BACKUP01,EMP_013,10.20.2.98,10.20.4.145,ls,Success,,cron
2026-07-03 13:12:00,BACKUP01,EMP_031,10.20.4.51,10.20.2.1,pwd,Success,,systemd
2026-07-03 10:43:00,BACKUP01,EMP_006,10.20.5.67,10.20.3.151,ps,Success,,systemd
2026-07-03 20:03:00,WIN-SRV02,EMP_045,10.20.5.170,10.20.3.116,ls,Success,,cron
2026-07-03 16:58:00,SQL-HR01,EMP_026,10.20.4.147,10.20.3.196,df,Success,,systemd
2026-07-03 14:32:00,WIN-SRV02,EMP_041,10.20.5.64,10.20.1.153,df,Success,,cron
2026-07-03 01:50:00,DC02,EMP_039,10.20.1.84,10.20.3.14,cat /var/log/auth.log,Success,,systemd
2026-07-03 10:01:00,LINUX-SRV01,EMP_048,10.20.2.56,10.20.3.167,ps,Success,,cron
2026-07-03 14:35:00,WIN-SRV02,EMP_011,10.20.1.137,10.20.3.180,df,Success,,systemd
2026-07-03 03:05:00,WIN-SRV02,EMP_021,10.20.5.94,10.20.4.36,cat /var/log/auth.log,Success,,cron
2026-07-03 19:09:00,LINUX-SRV02,EMP_011,10.20.4.253,10.20.1.189,top,Success,,cron
2026-07-03 14:19:00,LINUX-SRV01,BACKUP_ADMIN,10.20.3.36,10.20.4.115,ls,Success,,systemd
2026-07-03 15:43:00,DC01,EMP_038,10.20.5.189,10.20.1.153,ps,Success,,systemd
2026-07-03 23:15:00,WIN-SRV01,EMP_030,10.20.1.78,10.20.5.24,pwd,Success,,systemd
2026-07-03 16:41:00,BACKUP01,NETWORK_ADMIN,10.20.3.228,10.20.4.11,top,Success,,cron
2026-07-03 23:35:00,LINUX-SRV03,EMP_002,10.20.1.102,10.20.3.17,top,Success,,systemd
2026-07-03 00:51:00,LINUX-SRV03,EMP_009,10.20.3.166,10.20.1.219,cat /var/log/auth.log,Success,,cron
2026-07-03 00:55:00,SQL-HR01,EMP_050,10.20.2.97,10.20.2.111,pwd,Success,,cron
2026-07-03 13:16:00,WIN-SRV01,NETWORK_ADMIN,10.20.5.84,10.20.4.154,ls,Success,,systemd
2026-07-03 07:12:00,SQL-FIN01,EMP_042,10.20.2.89,10.20.4.175,ps,Success,,systemd
2026-07-03 17:48:00,LINUX-SRV02,EMP_019,10.20.5.215,10.20.1.28,cat /var/log/auth.log,Success,,bash
2026-07-03 01:40:00,DC01,EMP_031,10.20.5.231,10.20.2.173,ls,Success,,bash
2026-07-03 14:20:00,WIN-SRV02,EMP_031,10.20.2.170,10.20.5.152,ps,Success,,bash
2026-07-03 15:59:00,SQL-HR01,EMP_026,10.20.2.68,10.20.4.178,cat /var/log/auth.log,Success,,systemd
2026-07-03 16:24:00,LINUX-SRV02,EMP_002,10.20.2.158,10.20.4.169,pwd,Success,,systemd
2026-07-03 18:38:00,DC01,EMP_035,10.20.1.63,10.20.2.167,pwd,Success,,cron
2026-07-03 12:04:00,WIN-SRV02,EMP_031,10.20.2.167,10.20.5.225,df,Success,,bash
2026-07-03 12:39:00,SQL-FIN01,EMP_002,10.20.4.78,10.20.1.217,df,Success,,bash
2026-07-03 19:12:00,WIN-SRV02,EMP_042,10.20.2.11,10.20.3.10,top,Success,,systemd
2026-07-03 06:57:00,BACKUP01,EMP_035,10.20.1.121,10.20.2.223,cat /var/log/auth.log,Success,,bash
2026-07-03 19:06:00,SQL-FIN01,EMP_002,10.20.3.174,10.20.4.140,ps,Success,,cron
2026-07-03 01:48:00,WIN-SRV02,EMP_032,10.20.1.195,10.20.3.122,top,Success,,bash
2026-07-03 19:39:00,WIN-SRV02,EMP_040,10.20.2.38,10.20.1.92,cat /var/log/auth.log,Success,,cron
2026-07-03 14:18:00,DC02,EMP_027,10.20.2.146,10.20.2.193,ps,Success,,bash
2026-07-03 21:31:00,DC01,EMP_004,10.20.2.189,10.20.5.213,pwd,Success,,systemd
2026-07-03 16:31:00,WIN-SRV01,EMP_003,10.20.3.144,10.20.3.202,ps,Success,,systemd
2026-07-03 18:16:00,WIN-SRV02,EMP_022,10.20.5.153,10.20.1.164,ls,Success,,cron
2026-07-03 20:11:00,DC01,EMP_043,10.20.3.152,10.20.5.57,ps,Success,,systemd
2026-07-03 19:17:00,LINUX-SRV03,EMP_029,10.20.4.227,10.20.1.183,df,Success,,systemd
2026-07-03 06:30:00,LINUX-SRV02,EMP_024,10.20.4.101,10.20.3.15,top,Success,,bash
2026-07-03 09:13:00,DC02,EMP_020,10.20.3.103,10.20.4.187,ls,Success,,cron
2026-07-03 15:11:00,DC01,EMP_007,10.20.1.105,10.20.2.61,ls,Success,,bash
2026-07-03 09:35:00,DC02,NETWORK_ADMIN,10.20.2.232,10.20.5.217,df,Success,,bash
2026-07-03 23:31:00,LINUX-SRV03,EMP_014,10.20.1.33,10.20.4.38,cat /var/log/auth.log,Success,,cron
2026-07-03 16:23:00,SQL-HR01,EMP_023,10.20.2.47,10.20.4.240,pwd,Success,,systemd
2026-07-03 10:05:00,DC02,EMP_021,10.20.2.31,10.20.3.227,pwd,Success,,cron
2026-07-03 19:25:00,WIN-SRV01,EMP_009,10.20.1.224,10.20.1.25,ps,Success,,cron
2026-07-03 18:17:00,SQL-HR01,EMP_025,10.20.1.219,10.20.3.90,ls,Success,,cron
2026-07-03 12:11:00,WIN-SRV02,EMP_036,10.20.5.167,10.20.1.36,top,Success,,cron
2026-07-03 14:41:00,SQL-FIN01,EMP_036,10.20.5.230,10.20.1.177,ls,Success,,bash
2026-07-03 13:38:00,WIN-SRV01,EMP_022,10.20.1.69,10.20.2.119,ps,Success,,bash
